Site Block,SiteID LookUp,Description,Ramp/Mainline,SH,RS,RP,Direction,Number of Lane(s),Normal Total Capacity,Mon_Thu,Fri,Sat,Sun,Seasonal,Normal Capacity per Lane,TMP Capacity,Ramp reroute,Detour Plan Ref,DataSource
SH1 Silverdale to Dairy Flat SC On Ramp NB,01N20400,SH1 Silverdale to Dairy Flat SC On Ramp NB,Mainline,1N,398,2.9,NB,2,3600,3325.271315,3541.299908,3069.002942,2428.2756,0,1800,1400,01N40410,SH1_60,Any2018-scaled
SH1 Silverdale On Ramp to Oteha Valley Rd Off Ramp SB,01N10400,SH1 Silverdale On Ramp to Oteha Valley Rd Off Ramp SB,Mainline,1N,398,6.28,SB,2,3800,3792,3331.2,2538.4,2656,0,1900,1400,01N60398,SH1_63,Website Mar-19
SH1 Oteha Valley to Constellation Dr SB,01N10410,SH1 Oteha Valley Rd Interchange SB,Mainline,1N,398,11.9,SB,2,3600,2623.895728,2611.537879,2281.052436,2139.547354,0,1800,1400,01N60410,SH1_64,Any2018-scaled
SH1 Oteha Valley to Silverdale NB,01N20410,SH1 Oteha Valley Rd Interchange NB,Mainline,1N,398,12.3,NB,2,3600,2886.394378,3155.963567,2599.862002,2017.888445,0,1800,1400,01N40410,SH1_60,Any2018-scaled
SH1 McClymonts Rd Bus On Ramp to Greville Rd Off Ramp SB,01N19411,SH1 McClymonts Rd Bus On Ramp to Greville Rd Off Ramp SB,Mainline,1N,398,13.2,SB,3,5400,3428.228121,3285.128258,3448.504284,2905.944427,0,1800,1400,01N60410,SH1_64,Website Year2014
SH1 Albany Bus Station Off Ramp to Greville Rd On Ramp NB,01N29411,SH1 Albany Bus Station Off Ramp to Greville Rd On Ramp NB,Mainline,1N,398,13.2,NB,3,5400,4077.36714,4345.14912,3630.83771,2922.857452,0,1800,1400,01N40412,SH1_59,Any2018-scaled
SH1 Greville Rd Interchange SB,01N10412,SH1 Greville Rd Interchange SB,Mainline,1N,398,14.07,SB,2,3600,2669.361627,2331.144769,2985.941561,2778.063812,0,1800,1400,01N60412,SH1_65,Any2018-scaled
SH1 Greville Rd Interchange NB,01N20412,SH1 Greville Rd Interchange NB,Mainline,1N,398,14.07,NB,2,4200,3549.575147,4069.222712,3601.642445,2817.548256,0,2100,1400,01N40412,SH1_59,Any2018-scaled
SH1 Greville Rd On Ramp to Upper Harbour Hwy Off Ramp SB,01N10413,SH1 Greville Rd On Ramp to Upper Harbour Hwy Off Ramp SB,Mainline,1N,398,14.84,SB,2,4600,3651.833682,3686.266402,4454.773144,3903.535831,0,2300,1400,01N60412,SH1_65,Any2018-scaled
SH1 Upper Harbour Hwy On Ramp to Greville Rd Off Ramp NB,01N20413,SH1 Upper Harbour Hwy On Ramp to Greville Rd Off Ramp NB,Mainline,1N,398,14.84,NB,3,6000,5094.927796,5767.367292,5755.626584,4605.276716,0,2000,1400,01N40414,SH1_58,Any2018-scaled
SH1 Constellation Dr to Onewa Road SB,01N10414,SH1 Upper Harbour Hwy Interchange SB,Mainline,1N,414,0.68,SB,2,3600,3252.5,3290.4,2900,2878,0,1800,1400,01N60414,SH1_66,Continuous Mar-19
SH1 Constellation Dr to Oteha Valley NB,01N20414,SH1 Upper Harbour Hwy Interchange NB,Mainline,1N,414,0.72,NB,2,4200,3779.954362,4008.247944,3945.92716,3199.237223,0,2100,1400,01N40414,SH1_58,Any2018-scaled
SH1 Upper Harbour Hwy On Ramp to Tristram Ave Off Ramp SB,01N10415,SH1 Upper Harbour Hwy On Ramp to Tristram Ave Off Ramp SB,Mainline,1N,414,1.62,SB,2,4400,4220.75,4232,4015.2,3915.2,0,2200,1400,01N60414,SH1_66,Website Mar-19
SH1 Tristram Ave On Ramp to Upper Harbour Hwy Off Ramp NB,01N20415,SH1 Tristram Ave On Ramp to Upper Harbour Hwy Off Ramp NB,Mainline,1N,414,1.62,NB,3,5400,5005.86042,5300.08378,5199.8189,4161.422012,0,1800,1400,01N40417,SH1_57,Any2018-scaled
SH1 Tristram Ave Interchange SB,01N10417,SH1 Tristram Ave Interchange SB,Mainline,1N,414,3.03,SB,2,4000,3879,3916.8,3308.8,3359,0,2000,1400,01N60417,SH1_67,Continuous Mar-19
SH1 Tristram Ave Interchange NB,01N20417,SH1 Tristram Ave Interchange NB,Mainline,1N,414,3.03,NB,3,5400,4265.550836,5373.896968,3853.982069,3004.983702,0,1800,1400,01N40417,SH1_57,Any2018-scaled
SH1 Tristram Ave On Ramp to Northcote Rd Off Ramp SB,01N10418,SH1 Tristram Ave On Ramp to Northcote Rd Off Ramp SB,Mainline,1N,414,3.9,SB,3,5400,5122.5,5101.6,4490.4,4295.2,0,1800,1400,01N60417,SH1_67,Website Mar-19
SH1 Northcote Rd On Ramp to Tristram Ave Off Ramp NB,01N20418,SH1 Northcote Rd On Ramp to Tristram Ave Off Ramp NB,Mainline,1N,414,3.9,NB,4,7200,5616.955204,6999.498016,5123.471736,3992.33549,0,1800,1400,01N40419,SH1_56,Any2018-scaled
SH1 Northcote Rd Interchange NB,01N20419,SH1 Northcote Rd Interchange NB,Mainline,1N,414,5,NB,3,5400,5015,4760.8,4173.6,4007,0,1800,1400,01N40419,SH1_56,Continuous Mar-19
SH1 Northcote Rd Interchange SB,01N10419,SH1 Northcote Rd Interchange SB,Mainline,1N,414,5.01,SB,3,5400,4837.25,4788.8,3829.6,3734,0,1800,1400,01N60419,SH1_68,Continuous Mar-19
SH1 Northcote Rd On Ramp to Esmonde Rd Off Ramp SB,01N19419,SH1 Northcote Rd On Ramp to Esmonde Rd Off Ramp SB,Mainline,1N,414,5.6,SB,3,5400,5390.5,5378.4,4560.8,4345.6,0,1800,1400,01N60419,SH1_68,Website Mar-19
SH1 Esmonde/Akoranga On Ramp to Northcote Rd Off Ramp to NB,01N29419,SH1 Esmonde/Akoranga On Ramp to Northcote Rd Off Ramp to NB,Mainline,1N,414,5.6,NB,4,7200,5642,5370.4,4696.8,4509.6,0,1800,1400,01N40420,SH1_55,Website Mar-19
SH1 Esmonde Rd Interchange NB,01N20420,SH1 Esmonde Rd Interchange NB,Mainline,1N,414,6.48,NB,3,5400,4957.232816,5297.77636,4701.306712,3795.259546,0,1800,1400,01N40420,SH1_55,Any2018-scaled
SH1 Esmonde Rd Interchange SB,01N10420,SH1 Esmonde Rd Interchange SB,Mainline,1N,414,6.49,SB,3,5400,4901.636512,5298.140444,4704.679244,3811.756722,0,1800,1400,01N60420,NA,Any2018-scaled
SH1 Esmonde Rd On Ramp to Onewa Rd Off Ramp SB,01N10421,SH1 Esmonde Rd On Ramp to Onewa Rd Off Ramp SB,Mainline,1N,414,7.26,SB,3,6300,5605.835728,6185.336224,6147.23816,5105.04316,0,2100,1400,01N60420,NA,Any2018-scaled
SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,01N20421,SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,Mainline,1N,414,7.26,NB,4,7200,6516.974144,7148.795688,6590.533576,5424.042304,0,1800,1400,01N40422,SH1_54,Any2018-scaled
SH1 Onewa Rd to Fanshawe St SB,01N10422,SH1 Onewa Rd Interchange SB,Mainline,1N,414,7.98,SB,3,6300,5547.931156,6104.299168,5809.953772,4707.42822,0,2100,1400,01N60422,NA,Any2018-scaled
SH1 Onewa Rd to Constellation Dr NB,01N20422,SH1 Onewa Rd Interchange NB,Mainline,1N,414,7.98,NB,4,7200,6219.220936,6800.670884,5903.3449,5039.187488,0,1800,1400,01N40422,SH1_54,Any2018-scaled
SH1 Stafford Rd Off Ramp to Onewa Rd Off Ramp NB,01N20423,SH1 Stafford Rd Off Ramp to Onewa Rd Off Ramp NB,Mainline,1N,414,8.53,NB,5,9000,7888.368316,8675.787792,7181.289428,6118.866732,0,1800,1400,01N40422,SH1_54,Any2018-scaled
SH1 Auckland Harbour Bridge SB,01N19424,SH1 Auckland Harbour Bridge SB,Mainline,1N,414,9.5,SB,3,5400,0,0,0,0,0,1800,1400,,#N/A,Any2018-scaled
SH1 Auckland Harbour Bridge NB,01N29424,SH1 Auckland Harbour Bridge NB,Mainline,1N,414,9.5,NB,3,5400,0,0,0,0,0,1800,1400,,#N/A,Any2018-scaled
SH1 Fanshawe St to Greenlane SB,01N10425,SH1 Shelly Beach Rd Off Ramp to Fanshawe St Off Ramp SB,Mainline,1N,414,11.15,SB,5,9000,7109.25,7092.8,5536.8,5297,0,1800,1400,01N60425,#N/A,Continuous Mar-19
SH1 Wellington St On Ramp to Fanshawe St On Ramp NB,01N20426,SH1 Wellington St On Ramp to Fanshawe St On Ramp NB,Mainline,1N,414,12.55,NB,3,6300,5473.024152,6137.177416,5932.340984,4742.235448,0,2100,1400,01N40427,SH1_49,Any2018-scaled
SH1 Nelson St Off Ramp to Port / SH16 On Ramp NB,01N29427,SH1 Nelson St Off Ramp to Port / SH16 On Ramp NB,Mainline,1N,427,0.2,NB,3,5400,3398.673548,3954.840653,3294.35575,2696.903473,0,1800,1400,01N40427,SH1_49,Any2018-scaled
SH1 Port / SH16 On Ramp to Wellington St On Ramp NB,01N20427,SH1 Port / SH16 On Ramp to Wellington St On Ramp NB,Mainline,1N,414,13.35,NB,3,5700,5046.716896,5643.673264,5248.466688,4204.209048,0,1900,1400,01N40427,SH1_49,Any2018-scaled
SH1 Hobson St On Ramp to SH16 On Ramp SB,01N10428,SH1 Hobson St On Ramp to SH16 On Ramp SB,Mainline,1N,427,0.38,SB,3,5400,4806.695836,5382.078108,5046.312616,4076.359612,0,1800,1400,01N60426,#N/A,Continuous Year2014
SH1 SH16 Off Ramp to Nelson St Off Ramp NB,01N20428,SH1 SH16 Off Ramp to Nelson St Off Ramp NB,Mainline,1N,427,0.66,NB,3,5400,4189.916916,4980.766864,4352.266652,3657.631488,0,1800,1400,01N40427,SH1_49,Continuous Year2014
SH1 SH16 On Ramp to Symonds St On Ramp SB,01N10429,SH1 SH16 On Ramp to Symonds St On Ramp SB,Mainline,1N,427,1.03,SB,4,7200,6335.25,6260.8,5330.4,5156,0,1800,1400,01N60426,#N/A,Continuous Mar-19
SH1 Symonds St to Onewa Rd NB,01N20429,SH1 Symonds/Wellesley/Port Off Ramp to SH16 Off Ramp NB,Mainline,1N,427,1.1,NB,4,7200,5634,5276.8,5038.4,5077,0,1800,1400,01N45429,SH1_48,Continuous Mar-19
SH1 Symonds St On Ramp to Grafton/Port On Ramp SB,01N18429,SH1 Symonds St On Ramp to Grafton/Port On Ramp SB,Mainline,1N,427,1.2,SB,4,7600,6656.463216,7380.231092,7150.413604,5689.44862,0,1900,1400,01N60426,#N/A,Website Mar-18
SH1 Grafton/Port On Ramp to Khyber Pass On Ramp SB,01N19429,SH1 Grafton/Port On Ramp to Khyber Pass On Ramp SB,Mainline,1N,427,1.66,SB,4,8400,7249.078584,8022.057056,8150.768676,6372.764324,0,2100,1400,01N60426,#N/A,Continuous Year2014
SH1 Khyber Pass Off Ramp to Symonds/Wellesley/Port Off Ramp NB,01N28429,SH1 Khyber Pass Off Ramp to Symonds/Wellesley/Port Off Ramp NB,Mainline,1N,427,1.7,NB,4,7200,3787.424402,4457.577156,4176.964616,3681.898289,0,1800,1400,01N40430,#N/A,Continuous Year2014
SH1 Khyber Pass On Ramp to Gillies Ave Off Ramp SB,01N10430,SH1 Khyber Pass On Ramp to Gillies Ave Off Ramp SB,Mainline,1N,427,2.25,SB,5,9500,7984.180832,8907.858896,9252.83456,7025.118228,0,1900,1400,01N60426,#N/A,Website Year2014
SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,01N20430,SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,Mainline,1N,427,2.3,NB,5,9000,4866.975796,5712.90892,5045.935616,4408.413716,0,1800,1400,01N40432,SH1_45,Website Mar-18
SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,01N19431,SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,Mainline,1N,431,0.3,SB,5,9000,7155.709612,7511.790736,8244.079596,6318.16962,0,1800,1400,01N60431,SH1_6,Any2018-scaled
SH1 Gillies Ave Off Ramp to St Marks Rd On Ramp SB,01N10431,SH1 Gillies Ave Off Ramp to St Marks Rd On Ramp SB,Mainline,1N,427,2.52,SB,4,8000,6765.638756,7011.436704,7631.723568,5907.01614,0,2000,1400,01N60431,SH1_6,Any2018-scaled
SH1 Market Rd Off Ramp to Gillies Ave On Ramp NB,01N20431,SH1 Market Rd Off Ramp to Gillies Ave On Ramp NB,Mainline,1N,427,2.52,NB,3,5700,5569.25,5610.4,5544,5486,0,1900,1400,01N40432,SH1_45,Continuous Mar-19
SH1 Market Rd Off Ramp to Greenlane East Off Ramp SB,01N10432,SH1 Market Rd Off Ramp to Greenlane East Off Ramp SB,Mainline,1N,431,1.2,SB,4,7200,6270.1,6128.6,6187.4,5838,0,1800,1400,01N60432,SH1_8,Website Mar-18
SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,01N20432,SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,Mainline,1N,431,1.44,NB,4,7200,5905.583332,6001,6135,6025,0,1800,1400,01N40433,SH1_44,Website Mar-18
SH1 Greenlane to Mt Wellington Hwy SB,01N10433,SH1 Greenlane East Interchange SB,Mainline,1N,431,1.93,SB,3,6300,5296.961596,5683.566784,6001.835384,4543.739008,0,2100,1400,01N60433,SH1_9,Any2018-scaled
SH1 Greenlane to Symonds St NB,01N20433,SH1 Greenlane East Interchange NB,Mainline,1N,431,1.94,NB,4,7200,5191.965936,5956.278484,5704.396612,4629.070444,0,1800,1400,01N40433,SH1_44,Any2018-scaled
SH1 Tecoma St Interchange SB,01N10434,SH1 Tecoma St Interchange SB,Mainline,1N,431,3.06,SB,3,6600,5708.959036,5934.70528,6451.339428,5093.96762,0,2200,1400,01N60434,NA,Any2018-scaled
SH1 Tecoma St On Ramp to Ellerslie Panmure Hwy Off Ramp SB,01N19434,SH1 Tecoma St On Ramp to Ellerslie Panmure Hwy Off Ramp SB,Mainline,1N,431,3.56,SB,3,6900,6036.190428,6455.176328,6662.891132,5218.746736,0,2300,1400,01N60434,NA,Any2018-scaled
SH1 Ellerslie Panmure Hwy Interchange SB,01N10435,SH1 Ellerslie Panmure Hwy Interchange SB,Mainline,1N,431,4.26,SB,3,5700,5149.424548,5233.940536,5553.665804,4589.453564,0,1900,1400,01N60435,NA,Any2018-scaled
SH1 Ellerslie Panmure Hwy Interchange NB,01N20435,SH1 Ellerslie Panmure Hwy Interchange NB,Mainline,1N,431,4.26,NB,3,5400,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N40435,SH1_10,Website Year2014
SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,1N,431,4.72,NB,3,5700,5463.8,5373,5386.7,5013.6,0,1900,1400,01N40439,SH1_41,Website Year2014
SH1 Ellerslie Panmure Hwy On Ramp to Sth Eastern Hwy Off Ramp SB,01N10436,SH1 Ellerslie Panmure Hwy On Ramp to Sth Eastern Hwy Off Ramp SB,Mainline,1N,431,6.13,SB,3,6300,5821.965832,5884.530284,6232.055892,5125.531208,0,2100,1400,01N60435,NA,Any2018-scaled
SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,01N10438,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,Mainline,1N,431,6.82,SB,2,4800,4711.592248,4458.606504,4787.608992,3894.656963,0,2400,1400,01N60439,SH1_12,Any2018-scaled
SH1 Mt Wellington Hwy On Ramp to Sth Eastern Hwy On Ramp NB,01N20438,SH1 Mt Wellington Hwy On Ramp to Sth Eastern Hwy On Ramp NB,Mainline,1N,431,6.82,NB,3,5400,4085.75,4255,4114,3981,0,1800,1400,01N40439,SH1_41,Website Mar-18
SH1 Mt Wellington Hwy to East Tamaki SB,01N10439,SH1 Mt Wellington Hwy Interchange SB,Mainline,1N,431,7.17,SB,2,3800,3652.5,3574,3158.4,2898,0,1900,1400,01N60439,SH1_12,Continuous Mar-19
SH1 Mt Wellington Hwy to Greenlane NB,01N20439,SH1 Mt Wellington Hwy Interchange NB,Mainline,1N,431,7.19,NB,2,3800,3581.25,3661,3228,3174,0,1900,1400,01N40439,SH1_41,Continuous Mar-19
SH1 Mt Wellington Hwy On Ramp to Princes St Off Ramp SB,01N10440,SH1 Mt Wellington Hwy On Ramp to Princes St Off Ramp SB,Mainline,1N,431,8.9,SB,3,6300,5496.150148,6101.726056,5423.70826,4196.201928,0,2100,1400,01N60439,SH1_12,Any2018-scaled
SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,01N20440,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,Mainline,1N,431,8.9,NB,3,6000,5188.380952,5955.088704,5485.480636,4308.011788,0,2000,1400,01N40441,SH1_40,Any2018-scaled
SH1 Princes St Interchange SB,01N10441,SH1 Princes St Interchange SB,Mainline,1N,431,10.07,SB,3,6000,5194.630676,5783.071704,4913.630496,3854.901944,0,2000,1400,01N60441,SH1_13,Any2018-scaled
SH1 Princes St Interchange NB,01N20441,SH1 Princes St Interchange NB,Mainline,1N,431,10.07,NB,3,5700,4932.700172,5568.043504,5073.97452,3963.937824,0,1900,1400,01N40441,SH1_40,Any2018-scaled
SH1 Princes St On Ramp to Highbrook Dr Off Ramp SB,01N10442,SH1 Princes St On Ramp to Highbrook Dr Off Ramp SB,Mainline,1N,431,10.8,SB,4,7200,5907.82458,6529.069124,5625.796712,4229.074984,0,1800,1400,01N60441,SH1_13,Any2018-scaled
SH1 Highbrook Dr On Ramp to Princes St Off Ramp NB,01N20442,SH1 Highbrook Dr On Ramp to Princes St Off Ramp NB,Mainline,1N,431,11,NB,4,7200,5517.113384,6476.093472,5879.717064,4516.267084,0,1800,1400,01N40443,NA,Any2018-scaled
SH1 Highbrook Dr Interchange SB,01N10443,SH1 Highbrook Dr Interchange SB,Mainline,1N,431,11.6,SB,3,5400,4867.252252,5359.844652,4784.412916,3647.415446,0,1800,1400,01N60443,NA,Any2018-scaled
SH1 Highbrook Dr Interchange NB,01N20443,SH1 Highbrook Dr Interchange NB,Mainline,1N,431,11.6,NB,3,5700,4854.207536,5423.225812,4941.025724,3976.602247,0,1900,1400,01N40443,NA,Any2018-scaled
SH1 Highbrook Dr On Ramp to East Tamaki Rd Off Ramp SB,01N19443,SH1 Highbrook Dr On Ramp to East Tamaki Rd Off Ramp SB,Mainline,1N,431,12.3,SB,3,5400,5291,5008,4279.2,3771.2,0,1800,1400,01N60443,NA,Website Mar-19
SH1 East Tamaki Rd On Ramp to Highbrook Dr Off Ramp NB,01N29443,SH1 East Tamaki Rd On Ramp to Highbrook Dr Off Ramp NB,Mainline,1N,431,12.4,NB,3,6000,5788.25,5718.4,4391.2,4208,0,2000,1400,01N40444,SH1_38,Website Mar-19
SH1 East Tamaki to Manukau SB,01N10444,SH1 East Tamaki Rd Interchange SB,Mainline,1N,431,12.92,SB,3,5400,4409.909432,4612.43696,4127.399068,3148.703338,0,1800,1400,01N60444,SH1_14,Any2018-scaled
SH1 East Tamaki to Mt Wellington Hwy NB,01N20444,SH1 East Tamaki Rd Interchange NB,Mainline,1N,431,12.94,NB,3,5400,4577.346332,4922.800248,4126.227604,3352.545006,0,1800,1400,01N40444,SH1_38,Any2018-scaled
SH1 East Tamaki Rd On Ramp to Te Irirangi Dr Off Ramp SB,01N10445,SH1 East Tamaki Rd On Ramp to Te Irirangi Dr Off Ramp SB,Mainline,1N,431,14.56,SB,3,5400,5103.976528,5384.414916,5181.681948,3711.66294,0,1800,1400,01N60444,SH1_14,Any2018-scaled
SH1 Te Irirangi Dr On Ramp to East Tamaki Rd Off Ramp NB,01N20445,SH1 Te Irirangi Dr On Ramp to East Tamaki Rd Off Ramp NB,Mainline,1N,431,14.56,NB,3,5400,4892.178644,5227.4584,4911.46842,3969.471869,0,1800,1400,,#N/A,Any2018-scaled
SH1 Te Irirangi Dr Off Ramp to Redoubt Rd Off Ramp SB,01N10447,SH1 Te Irirangi Dr Off Ramp to Redoubt Rd Off Ramp SB,Mainline,1N,431,16.2,SB,3,5400,4403.139296,4656.637816,4245.572096,3033.42903,0,1800,1400,01N60447,SH1_15,Any2018-scaled
SH1 Redoubt Rd On Ramp to Te Irirangi Dr On Ramp NB,01N20447,SH1 Redoubt Rd On Ramp to Te Irirangi Dr On Ramp NB,Mainline,1N,431,16.2,NB,3,5400,4185.313424,4379.091096,4118.638368,3377.015521,0,1800,1400,,#N/A,Any2018-scaled
SH1 Southwestern Off Ramp to Redoubt Rd On Ramp SB,01N19448,SH1 Southwestern Off Ramp to Redoubt Rd On Ramp SB,Mainline,1N,448,0.3,SB,3,5400,3513.425404,2786.356703,2547.369377,2704.997895,0,1800,1400,01N60447,SH1_15,Website Oct-18
SH1 Manukau to Papakura SB,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,1N,431,16.6,SB,3,5400,4207.712028,3441.543524,3102.910048,3047.015345,0,1800,1400,01N60448,SH1_16,Any2018-scaled
SH1 Southwestern On Ramp to Redoubt Rd On Ramp NB,01N20448,SH1 Southwestern On Ramp to Redoubt Rd On Ramp NB,Mainline,1N,431,16.65,NB,3,5400,4126.977584,3508.399802,2947.557961,3148.270968,0,1800,1400,,#N/A,Any2018-scaled
SH1 Manukau to East Tamaki NB,01N20449,SH1 Gt South Rd / Southwestern Off Ramp to Southwestern On Ramp NB,Mainline,1N,448,0.6,NB,3,5400,3612.010593,2962.223157,2397.132679,2840.824584,0,1800,1400,01N60447,SH1_15,Any2018-scaled
SH1 Redoubt Rd On Ramp to Southwestern On Ramp SB,01N10449,SH1 Redoubt Rd On Ramp to Southwestern On Ramp SB,Mainline,1N,448,0.85,SB,3,5400,3950.918572,3134.133913,3365.224762,3520.731004,0,1800,1400,01N60448,SH1_16,Continuous Year2014
SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,01N20450,SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,Mainline,1N,448,1.74,NB,3,5700,5531.130572,5336.025608,5086.893772,5087.819972,0,1900,1400,01N40454,SH1_34,Continuous Year2014
SH1 Southwestern On Ramp to Hill Rd Off Ramp SB,01N10450,SH1 Southwestern On Ramp to Hill Rd Off Ramp SB,Mainline,1N,448,1.84,SB,3,6000,5786.254704,4961.482972,5473.249956,5207.4535,0,2000,1400,01N60448,SH1_16,Continuous Year2014
SH1 Hill Rd Off Ramp to Takanini Off Ramp SB,01N10452,SH1 Hill Rd Off Ramp to Takanini Off Ramp SB,Mainline,1N,448,4.15,SB,3,5400,4879.470252,4165.294988,4254.326744,4139.96246,0,1800,1400,01N60451,SH1_17,Website Year2014
SH1 Takanini On Ramp to Hill Rd On Ramp NB,01N20452,SH1 Takanini On Ramp to Hill Rd On Ramp NB,Mainline,1N,448,4.15,NB,3,5400,3947.289863,3768.487525,3530.164033,3849.510159,0,1800,1400,01N40454,SH1_34,Website Year2014
SH1 Takanini Interchange SB,01N10454,SH1 Takanini Interchange SB,Mainline,1N,448,5.61,SB,2,3600,3179.9,3161.6,2710.4,2432,0,1800,1400,01N60454,SH1_18,Website Year2014
SH1 Takanini Interchange NB,01N20454,SH1 Takanini Interchange NB,Mainline,1N,448,5.67,NB,2,3600,3318.6,3249.55,2729.8,3106.75,0,1800,1400,01N40454,SH1_34,Website Year2014
SH1 Takanini On Ramp to Papakura Off Ramp SB,01N10456,SH1 Takanini On Ramp to Papakura Off Ramp SB,Mainline,1N,448,7.83,SB,2,4000,3881.1,3802,3118.95,2901.9,0,2000,1400,01N60454,SH1_18,Website Year2014
SH1 Papakura On Ramp to Takanini Off Ramp NB,01N20456,SH1 Papakura On Ramp to Takanini Off Ramp NB,Mainline,1N,448,7.83,NB,2,3800,3638,3584.65,3194.25,3480.4,0,1900,1400,01N40458,SH1_33,Website Year2014
SH1 Papakura to Drury (South) SB,01N10458,SH1 Papakura Interchange SB,Mainline,1N,448,9.97,SB,2,3600,2504.5,2596,2720,2454,0,1800,1400,01N60458,SH1_19,Continuous Mar-19
SH1 Papakura to Manukau NB,01N20458,SH1 Papakura Interchange NB,Mainline,1N,448,10.13,NB,2,3600,2301.25,2340.8,2381.6,2780,0,1800,1400,01N40458,SH1_33,Continuous Mar-19
SH1 Papakura On Ramp to Drury Off Ramp SB,01N10459,SH1 Papakura On Ramp to Drury Off Ramp SB,Mainline,1N,448,11.4,SB,2,3800,2848.813929,3294.418493,3676.057533,2742.020692,0,1900,1400,01N60458,SH1_19,Any2018-scaled
SH1 Drury On Ramp to Papakura Off Ramp NB,01N20459,SH1 Drury On Ramp to Papakura Off Ramp NB,Mainline,1N,448,11.4,NB,2,3600,2536.819092,2932.110107,3163.78836,2870.676384,0,1800,1400,01N40462,SH1_32,Any2018-scaled
SH1 Drury to Mill Rd (Bombay) SB,01N10462,SH1 Drury Interchange SB,Mainline,1N,461,0,SB,2,3600,1542.709373,1846.431688,2354.693721,1761.739536,0,1800,1400,01N60462,SH1_20,Website Year2014
SH1 Drury to Papakura NB,01N20462,SH1 Drury Interchange NB,Mainline,1N,461,0,NB,2,3600,1643.178721,2932.110107,2425.801313,2281.401257,0,1800,1400,01N40462,SH1_32,Any2018-scaled
SH1 Drury On Ramp to Ramarama Off Ramp SB,01N10463,SH1 Drury On Ramp to Ramarama Off Ramp SB,Mainline,1N,461,2.24,SB,2,3600,1999.6,2539,2032.6,2094.25,0,1800,1400,01N60462,SH1_20,Website Year2014
SH1 Ramarama On Ramp to Drury Off Ramp NB,01N20463,SH1 Ramarama On Ramp to Drury Off Ramp NB,Mainline,1N,461,2.24,NB,2,3600,1752,1940.6,1815,2572,0,1800,1400,01N40465,SH1_31,Website Year2014
SH1 Ramarama Interchange SB,01N10465,SH1 Ramarama Interchange SB,Mainline,1N,461,4.62,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60465,SH1_21,Website Year2014
SH1 Ramarama Interchange NB,01N20465,SH1 Ramarama Interchange NB,Mainline,1N,461,4.62,NB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N40465,SH1_31,Website Year2014
SH1 Ramarama On Ramp to Mill Rd Off Ramp SB,01N10468,SH1 Ramarama On Ramp to Mill Rd Off Ramp SB,Mainline,1N,461,7.54,SB,2,3600,1752.2,2264.4,1791,1636.05,0,1800,1400,01N60465,SH1_21,Website Year2014
SH1 Mill Rd On Ramp to Ramarama Off Ramp NB,01N20468,SH1 Mill Rd On Ramp to Ramarama Off Ramp NB,Mainline,1N,461,7.54,NB,2,3600,1574.1,1662.5,1592.2,2761.45,0,1800,1400,01N40471,SH1_30,Website Year2014
SH1 Mill Rd (Bombay) to Drury NB,01N20471,SH1 Mill Rd Interchange NB,Mainline,1N,461,10.25,NB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N40471,SH1_30,Website Year2014
SH1 Mill Rd (Bombay) to Nikau Rd SB,01N10471,SH1 Mill Rd Interchange SB,Mainline,1N,461,10.26,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60471,SH1_22,Website Year2014
SH1 Mill Rd On Ramp to Beaver Rd Off Ramp SB,01N10472,SH1 Mill Rd On Ramp to Beaver Rd Off Ramp SB,Mainline,1N,461,11.51,SB,2,3600,1513.1,2325.25,1855.4,1546.4,0,1800,1400,01N60471,SH1_22,Website Oct-18
SH1 Beaver Rd On Ramp to Mill Rd Off Ramp NB,01N20472,SH1 Beaver Rd On Ramp to Mill Rd Off Ramp NB,Mainline,1N,461,11.51,NB,2,3600,1352.85,1589.75,1520.6,2602.6,0,1800,1400,01N40473,SH1_29,Website Oct-18
