Site Block,SiteID LookUp,Description,Ramp/Mainline,SH,RS,RP,Direction,Number of Lane(s),Normal Total Capacity,Mon_Thu,Fri,Sat,Sun,Seasonal,Normal Capacity per Lane,TMP Capacity,Ramp reroute,Detour Plan Ref,DataSource
SH1_Southbound_between_Razorback_Road_Off-ramp_and_296,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_SH1_-_SH2_EB_Link_and_297,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_SH2_WB_-_SH1_SB_Link_and_298,01N10477,SH1 SH2 Interchange SB,Mainline,1N,461,15.66,SB,2,3600,1036.861105,1397.790784,1586.659646,1271.908516,0,1800,1400,01N60477,NA,Any2018-scaled
SH1_Northbound_between_SH2_WB_-_SH1_NB_Link_and_299,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_SH1_NB_-_SH2_EB_Link_and_300,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Westbound_between_Left_turn_into_Caribbean_Drive_and_301,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Eastbound_between_Right_turn_into_Caribbean_Drive_and_Carribean_Dr_302,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Westbound_between_Right_turn_into_Paul_Matthews_Road_and_Paul_Matthews_Rd_303,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Eastbound_between_Left_turn_into_Paul_Matthews_Road_and_304,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Westbound_between_Unsworth_Drive_Off-ramp_and_305,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Westbound_between_Albany_Highway_Off-ramp_and_306,01819001,SH18 West of Unsworth Dr WB,Mainline,18,0,1.65,WB,1,2400,2104.851189,2374.67277,1771.125024,1323.742648,0,2400,1400,01860002,SH18_142,Any2018-scaled
SH18_Eastbound_between_Albany_Highway_Off-ramp_and_307,01820001,SH18 West of Paul Mathews Rd EB,Mainline,18,0,1.65,EB,2,3600,1943.852563,2254.767372,1947.357887,1504.462776,0,1800,1400,01840002,SH18_113,Any2018-scaled
SH18_Westbound_between_Greenhithe_Road_Off-ramp_and_308,01810003,SH18 Albany Hwy On Ramp to Greenhithe Rd Off Ramp WB,Mainline,18,0,3.5,WB,2,4000,3851.004932,3869.849754,2636.11709,2047.406577,0,2000,1400,01860004,NA,Any2018-scaled
SH18_Eastbound_between_Tauhinu_Road_Off-ramp_and_309,01820005,SH18 Tauhinu Rd Off Ramp to Greenhithe Rd On Ramp EB,Mainline,18,0,4.6,EB,2,3800,2937.729495,3647.555083,1130.865536,793.9074344,0,1900,1400,01840006,SH18_143,Any2018-scaled
SH18_Westbound_between_Squadron_Drive_Off-ramp_and_310,01810007,SH18 Upper Harbour Bridge WB,Mainline,18,7,0.78,WB,2,4200,3708.881098,4169.156124,2693.412309,1838.525965,0,2100,1400,01860008,SH18_144,Any2018-scaled
SH18_Westbound_between_Brigham_Creek_Road_Off-ramp_and_311,01810010,SH18 Brigham Creek Rd Interchange WB,Mainline,18,7,3.5,WB,2,3600,2699.333333,2300,1372,1224,0,1800,1400,01860010,SH18_146,Website Mar-18
SH18_Eastbound_between_Brigham_Creek_Road_Off-ramp_and_312,01820009,SH18 Brigham Creek Rd On Ramp to Squadron Dr On Ramp EB,Mainline,18,7,2.2,EB,2,3600,3441.15,2845.6,1580,1493.333333,0,1800,1400,01840010,SH18_145,Website Mar-18
SH18_Westbound_between_Trig_Road_Off-ramp_and_313,01620014,SH16 Royal Rd On Ramp to Lincoln Rd Off Ramp EB,Mainline,16,7,7.3,EB,2,4200,4058.25654,4020.2479,3438.907816,2944.070155,0,2100,1400,01860012,NA,Website Mar-19
SH18_Westbound_between_Hobsonville_Road_Off-ramp_and_314,01810012,SH18 Trig Rd Off Ramp to Hobsonville Rd Off Ramp WB,Mainline,18,7,5.3,WB,2,3600,2792.45,2341.6,1526.4,1337.333333,0,1800,1400,01860013,SH18_147,Website Mar-18
SH18_Westbound_between_SH18WB_-_SH16EB_Link_and_315,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH22_Southbound_between_Left_turn_onto_Great_South_Road_and_340,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH22_Northbound_between_Right_turn_onto_Great_South_Road_and_341,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH22_Southbound_between_Right_turn_onto_Blackbridge_Road_and_342,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH22_Southbound_between_Right_turn_onto_Glenbrook_Road_and_343,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH22_Northbound_between_Left_turn_onto_Glenbrook_Road_and_344,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Hobsonville_Road_eastbound_On-ramp_(SH18_link)_and_SH18-Trig_Rd_345,01820012,SH18 Hobsonville Rd On Ramp to Trig Rd On Ramp EB,Mainline,18,7,5.3,EB,2,3600,2821.55,2349.6,1404,1308,0,1800,1400,01669017,SH16_163,Website Mar-18
SH16_Westbound_between_Hobsonville_Road_eastbound_On-ramp_(SH18_link)_and_345,01820012,SH18 Hobsonville Rd On Ramp to Trig Rd On Ramp EB,Mainline,18,7,5.3,EB,2,3600,2821.55,2349.6,1404,1308,0,1800,1400,01669017,SH16_163,Website Mar-18
SH16_Eastbound_between_Hobsonville_Road_EB_On-ramp_and_346,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Hobsonville_Road_EB_On-ramp_and_346,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Royal_Road_eastbound_On-ramp_and_347,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Royal_Road_eastbound_On-ramp_and_347,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Lincoln_Road_eastbound_On-ramp_and_348,01620012,SH16 Lincoln Rd Off Ramp to Te Atatu Rd On Ramp EB,Mainline,16,7,5.2,EB,3,5400,4632.75,4953,3556.8,3321.066667,0,1800,1400,01640013,SH16_150,Website Mar-19
SH16_Eastbound_between_Lincoln_Road_eastbound_On-ramp_and_348,01620012,SH16 Lincoln Rd Off Ramp to Te Atatu Rd On Ramp EB,Mainline,16,7,5.2,EB,3,5400,4632.75,4953,3556.8,3321.066667,0,1800,1400,01640013,SH16_150,Website Mar-19
SH16_Eastbound_between_Lincoln_Road_eastbound_On-ramp_and_348,01620012,SH16 Lincoln Rd Off Ramp to Te Atatu Rd On Ramp EB,Mainline,16,7,5.2,EB,3,5400,4632.75,4953,3556.8,3321.066667,0,1800,1400,01640013,SH16_150,Website Mar-19
SH16_Westbound_between_Lincoln_Road_WB_On-ramp_and_349,01610013,SH16 Lincoln Rd Interchange WB,Mainline,16,7,5.86,WB,2,3600,2690.819961,2633.643589,2905.369882,2411.321663,0,1800,1400,01660013,SH16_131,Any2018-scaled
SH16_Westbound_between_Lincoln_Road_WB_On-ramp_and_349,01610013,SH16 Lincoln Rd Interchange WB,Mainline,16,7,5.86,WB,2,3600,2690.819961,2633.643589,2905.369882,2411.321663,0,1800,1400,01660013,SH16_131,Any2018-scaled
SH16_Westbound_between_Te_Atatu_Road_Westbound_On-ramp_and_350,01610011,SH16 Te Atatu Rd Interchange WB,Mainline,16,7,4.02,WB,3,5400,4037.529748,3761.143789,3677.585438,2851.315961,0,1800,1400,01660011,SH16_130,Any2018-scaled
SH16_Westbound_between_Te_Atatu_Road_Westbound_On-ramp_and_350,01610011,SH16 Te Atatu Rd Interchange WB,Mainline,16,7,4.02,WB,3,5400,4037.529748,3761.143789,3677.585438,2851.315961,0,1800,1400,01660011,SH16_130,Any2018-scaled
SH16_Eastbound_between_Te_Atatu_Road_Eastbound_(loop)_On-ramp_and_351,01620010,SH16 Te Atatu Peninsula On Ramp to Patiki Rd Off Ramp EB,Mainline,16,7,3.2,EB,4,8800,7148.088992,8524.931384,4454.111612,3607.430757,0,2200,1400,01640011,SH16_151,Website Mar-19
SH16_Eastbound_between_Te_Atatu_Road_Eastbound_(diamond)_On-ramp_and_352,01620010,SH16 Te Atatu Peninsula On Ramp to Patiki Rd Off Ramp EB,Mainline,16,7,3.2,EB,4,8800,7148.088992,8524.931384,4454.111612,3607.430757,0,2200,1400,01640011,SH16_151,Website Mar-19
SH16_Westbound_between_Patiki_Road_Westbound_On-ramp_and_353,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Rosebank_Road_Eastbound_On-ramp_and_354,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Great_North_Road_Westbound_On-ramp_and_355,01619008,SH16 Great Nth Rd On Ramp to Rosebank Rd Off Ramp WB,Mainline,16,0,9.2,WB,5,9000,4599.75,4420.8,3061.6,3024,0,1800,1400,01660008,SH16_127,Website Mar-19
SH16_Westbound_between_Great_North_Road_Westbound_On-ramp_and_355,01619008,SH16 Great Nth Rd On Ramp to Rosebank Rd Off Ramp WB,Mainline,16,0,9.2,WB,5,9000,4599.75,4420.8,3061.6,3024,0,1800,1400,01660008,SH16_127,Website Mar-19
SH16_Eastbound_between_Great_North_Road_Eastbound_On-ramp_and_356,01620007,SH16 Great Nth Rd On Ramp to St Lukes Rd Off Ramp EB,Mainline,16,0,7,EB,4,7200,6056.5,6104,3606.4,3440,0,1800,1400,01640008,SH16_154,Website Mar-19
SH16_Westbound_between_St_Lukes_Road_Westbound_On-ramp_and_357,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,16,0,5,WB,4,7200,7154.974356,6330.885356,6122.953596,4947.480544,0,1800,1400,01660006,SH16_126,Website Year2014
SH16_Westbound_between_St_Lukes_Road_Westbound_On-ramp_and_357,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,16,0,5,WB,4,7200,7154.974356,6330.885356,6122.953596,4947.480544,0,1800,1400,01660006,SH16_126,Website Year2014
SH16_Eastbound_between_Western_Springs_Eastbound_On-ramp_and_358,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Western_Springs_Eastbound_On-ramp_and_358,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Newton_Road_Westbound_On-ramp_and_359,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Newton_Road_Westbound_On-ramp_and_359,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Symonds_St_Southbound_On-ramp_and_360,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Grafton_Road_Eastbound_(loop)_On-ramp_and_361,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Grafton_Road_Eastbound_(loop)_On-ramp_and_361,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Eastbound_between_Trig_Road_Eastbound_On-ramp_and_362,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Eastbound_between_Trig_Road_Eastbound_On-ramp_and_362,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Eastbound_between_Brigham_Creek_Road_Eastbound_On-ramp_and_363,01820009,SH18 Brigham Creek Rd On Ramp to Squadron Dr On Ramp EB,Mainline,18,7,2.2,EB,2,3600,3441.15,2845.6,1580,1493.333333,0,1800,1400,01840010,SH18_145,Website Mar-18
SH18_Westbound_between_Brigham_Creek_Road_Westbound_On-ramp_and_364,01810010,SH18 Brigham Creek Rd Interchange WB,Mainline,18,7,3.5,WB,2,3600,2699.333333,2300,1372,1224,0,1800,1400,01860010,SH18_146,Website Mar-18
SH18_Eastbound_between_Squadron_Drive_Eastbound_On-ramp_and_365,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Westbound_between_Tauhinu_Road_On-Ramp_and_366,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Eastbound_between_Greenhithe_Road_Eastbound_On-ramp_and_367,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Eastbound_between_Greenhithe_Road_Eastbound_On-ramp_and_367,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Eastbound_between_Albany_Highway_On-ramp_and_368,01820001,SH18 West of Paul Mathews Rd EB,Mainline,18,0,1.65,EB,2,3600,1943.852563,2254.767372,1947.357887,1504.462776,0,1800,1400,01840002,SH18_113,Any2018-scaled
SH18_Eastbound_between_Albany_Highway_On-ramp_and_368,01820001,SH18 West of Paul Mathews Rd EB,Mainline,18,0,1.65,EB,2,3600,1943.852563,2254.767372,1947.357887,1504.462776,0,1800,1400,01840002,SH18_113,Any2018-scaled
SH16_Westbound_between_Grafton_Road_Westbound_On-ramp_and_369,01610002,SH16 Southern SH1 Off Ramp to Wellesley St On Ramp WB,Mainline,16,0,2,WB,2,3600,2404.358558,2644.07348,2070.061794,1536.330598,0,1800,1400,01660001,NA,Website Mar-18
SH16_Westbound_between_Grafton_Road_Westbound_On-ramp_and_369,01610002,SH16 Southern SH1 Off Ramp to Wellesley St On Ramp WB,Mainline,16,0,2,WB,2,3600,2404.358558,2644.07348,2070.061794,1536.330598,0,1800,1400,01660001,NA,Website Mar-18
SH18_Eastbound_between_Paul_Matthews_Road_and_Upper_Harbour_Highway_370,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Westbound_between_Albany_Highway_Westbound_On-ramp_and_371,01819001,SH18 West of Unsworth Dr WB,Mainline,18,0,1.65,WB,1,2400,2104.851189,2374.67277,1771.125024,1323.742648,0,2400,1400,01860002,SH18_142,Any2018-scaled
SH18_Westbound_between_Albany_Highway_Westbound_On-ramp_and_371,01819001,SH18 West of Unsworth Dr WB,Mainline,18,0,1.65,WB,1,2400,2104.851189,2374.67277,1771.125024,1323.742648,0,2400,1400,01860002,SH18_142,Any2018-scaled
SH18_Westbound_between_Exit_From_Carribean_Drive_and_372,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Grand_Drive_Southbound_On-ramp_and_374,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Grand_Drive_Northbound_On-ramp_and_375,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Silverdale_Northbound_On-ramp_and_376,01N20391,SH1 Silverdale On Ramp to Orewa Off Ramp NB,Mainline,1N,373,18.44,NB,2,3600,1547.854632,1895.471684,1609.615879,1197.135368,0,1800,1400,01N40398,SH1_61,Any2018-scaled
SH1_Southbound_between_Silverdale_Southbound_On-ramp_and_377,01N10398,SH1 Silverdale Interchange SB,Mainline,1N,398,0.13,SB,2,3600,1704,1597.6,1311.2,1625,0,1800,1400,01N60398,SH1_63,Continuous Mar-19
SH1_Northbound_between_Oteha_Valley_Road_Northbound_On-ramp_and_378,01N20400,SH1 Silverdale to Dairy Flat SC On Ramp NB,Mainline,1N,398,2.9,NB,2,3600,3325.271315,3541.299908,3069.002942,2428.2756,0,1800,1400,01N40410,SH1_60,Any2018-scaled
SH1_Northbound_between_Oteha_Valley_Road_Northbound_On-ramp_and_378,01N20400,SH1 Silverdale to Dairy Flat SC On Ramp NB,Mainline,1N,398,2.9,NB,2,3600,3325.271315,3541.299908,3069.002942,2428.2756,0,1800,1400,01N40410,SH1_60,Any2018-scaled
SH1_Southbound_between_Oteha_Valley_Road_Southbound_On-ramp_and_379,01N10410,SH1 Oteha Valley Rd Interchange SB,Mainline,1N,398,11.9,SB,2,3600,2623.895728,2611.537879,2281.052436,2139.547354,0,1800,1400,01N60410,SH1_64,Any2018-scaled
SH1_Southbound_between_Oteha_Valley_Road_Southbound_On-ramp_and_379,01N10410,SH1 Oteha Valley Rd Interchange SB,Mainline,1N,398,11.9,SB,2,3600,2623.895728,2611.537879,2281.052436,2139.547354,0,1800,1400,01N60410,SH1_64,Any2018-scaled
SH1_Northbound_between_Greville_Road_Northbound_On-ramp_and_380,01N29411,SH1 Albany Bus Station Off Ramp to Greville Rd On Ramp NB,Mainline,1N,398,13.2,NB,3,5400,4077.36714,4345.14912,3630.83771,2922.857452,0,1800,1400,01N40412,SH1_59,Any2018-scaled
SH1_Southbound_between_Greville_Road_Southbound_On-ramp_and_381,01N10412,SH1 Greville Rd Interchange SB,Mainline,1N,398,14.07,SB,2,3600,2669.361627,2331.144769,2985.941561,2778.063812,0,1800,1400,01N60412,SH1_65,Any2018-scaled
SH1_Southbound_between_Greville_Road_Southbound_On-ramp_and_381,01N10412,SH1 Greville Rd Interchange SB,Mainline,1N,398,14.07,SB,2,3600,2669.361627,2331.144769,2985.941561,2778.063812,0,1800,1400,01N60412,SH1_65,Any2018-scaled
SH1_Northbound_between_Upper_Harbour_Highway_NB_On-ramp_and_382,01N20413,SH1 Upper Harbour Hwy On Ramp to Greville Rd Off Ramp NB,Mainline,1N,398,14.84,NB,3,6000,5094.927796,5767.367292,5755.626584,4605.276716,0,2000,1400,01N40414,SH1_58,Any2018-scaled
SH1_Northbound_between_Upper_Harbour_Highway_NB_On-ramp_and_382,01N20413,SH1 Upper Harbour Hwy On Ramp to Greville Rd Off Ramp NB,Mainline,1N,398,14.84,NB,3,6000,5094.927796,5767.367292,5755.626584,4605.276716,0,2000,1400,01N40414,SH1_58,Any2018-scaled
SH1_Southbound_between_Constellation_Drive_Southbound_On-ramp_and_383,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Constellation_Drive_Southbound_On-ramp_and_383,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Tristram_Avenue_Northbound_On-ramp_and_384,01N20415,SH1 Tristram Ave On Ramp to Upper Harbour Hwy Off Ramp NB,Mainline,1N,414,1.62,NB,3,5400,5005.86042,5300.08378,5199.8189,4161.422012,0,1800,1400,01N40417,SH1_57,Any2018-scaled
SH1_Northbound_between_Tristram_Avenue_Northbound_On-ramp_and_384,01N20415,SH1 Tristram Ave On Ramp to Upper Harbour Hwy Off Ramp NB,Mainline,1N,414,1.62,NB,3,5400,5005.86042,5300.08378,5199.8189,4161.422012,0,1800,1400,01N40417,SH1_57,Any2018-scaled
SH1_Southbound_between_Tristram_Avenue_Southbound_On-ramp_and_385,01N10417,SH1 Tristram Ave Interchange SB,Mainline,1N,414,3.03,SB,2,4000,3879,3916.8,3308.8,3359,0,2000,1400,01N60417,SH1_67,Continuous Mar-19
SH1_Southbound_between_Tristram_Avenue_Southbound_On-ramp_and_385,01N10417,SH1 Tristram Ave Interchange SB,Mainline,1N,414,3.03,SB,2,4000,3879,3916.8,3308.8,3359,0,2000,1400,01N60417,SH1_67,Continuous Mar-19
SH1_Northbound_between_Northcote_Road_Northbound_On-ramp_and_386,01N20418,SH1 Northcote Rd On Ramp to Tristram Ave Off Ramp NB,Mainline,1N,414,3.9,NB,4,7200,5616.955204,6999.498016,5123.471736,3992.33549,0,1800,1400,01N40419,SH1_56,Any2018-scaled
SH1_Northbound_between_Northcote_Road_Northbound_On-ramp_and_386,01N20418,SH1 Northcote Rd On Ramp to Tristram Ave Off Ramp NB,Mainline,1N,414,3.9,NB,4,7200,5616.955204,6999.498016,5123.471736,3992.33549,0,1800,1400,01N40419,SH1_56,Any2018-scaled
SH1_Southbound_between_Northcote_Road_SB_On-ramp_and_387,01N10419,SH1 Northcote Rd Interchange SB,Mainline,1N,414,5.01,SB,3,5400,4837.25,4788.8,3829.6,3734,0,1800,1400,01N60419,SH1_68,Continuous Mar-19
SH1_Northbound_between_Esmonde_Road_Northbound_On-ramp_(diamond)_and_388,01N29419,SH1 Esmonde/Akoranga On Ramp to Northcote Rd Off Ramp to NB,Mainline,1N,414,5.6,NB,4,7200,5642,5370.4,4696.8,4509.6,0,1800,1400,01N40420,SH1_55,Website Mar-19
SH1_Northbound_between_Esmonde_Road_Northbound_On-ramp_(loop)_and_389,01N29419,SH1 Esmonde/Akoranga On Ramp to Northcote Rd Off Ramp to NB,Mainline,1N,414,5.6,NB,4,7200,5642,5370.4,4696.8,4509.6,0,1800,1400,01N40420,SH1_55,Website Mar-19
SH1_Southbound_between_Esmonde_Road_Southbound_On-ramp_and_390,01N10420,SH1 Esmonde Rd Interchange SB,Mainline,1N,414,6.49,SB,3,5400,4901.636512,5298.140444,4704.679244,3811.756722,0,1800,1400,01N60420,NA,Any2018-scaled
SH1_Northbound_between_Onewa_Road_Northbound_On-ramp_and_391,01N20421,SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,Mainline,1N,414,7.26,NB,4,7200,6516.974144,7148.795688,6590.533576,5424.042304,0,1800,1400,01N40422,SH1_54,Any2018-scaled
SH1_Northbound_between_Onewa_Road_Northbound_On-ramp_and_391,01N20421,SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,Mainline,1N,414,7.26,NB,4,7200,6516.974144,7148.795688,6590.533576,5424.042304,0,1800,1400,01N40422,SH1_54,Any2018-scaled
SH1_Southbound_between_Onewa_Road_Southbound_On-ramp_and_392,01N10422,SH1 Onewa Rd Interchange SB,Mainline,1N,414,7.98,SB,3,6300,5547.931156,6104.299168,5809.953772,4707.42822,0,2100,1400,01N60422,NA,Any2018-scaled
SH1_Northbound_between_Curran_Street_Northbound_On-ramp_and_393,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Fanshawe_Street_Northbound_On-ramp_and_394,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Fanshawe_Street_Northbound_On-ramp_and_394,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Hobson_Street_Southbound_On-ramp_and_396,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Hobson_Street_Southbound_On-ramp_and_396,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Hobson_Street_Westbound_On-ramp_and_397,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
