Ref,SH,Plan Number,Detour Distance (km),Detour Speed (km/hr),Normal Distance ,Normal Speed ,Urban Road Class,Minimum # lane for Urban Road,Rural Road Directional Split,Rural Road Roadway Width,Terrain Type,% of Heavy Vehicle,Other Manual Capacity Input?,Detour Travel Time (min/veh),Normal Travel Time (min/veh),Rural Road Directional Adjustement,Rural Road Roadway Width Adjustement,Rural Road % Heavy Vehicle Adjustement,Urban Road Capacity,Rural Road Capacity,Detour Capacity (veh/hr),Detour Delay (min/veh),,,(for Input tab),,(From detour),,,
SH16_359,SH16,359,3.818463972,50,3.2,100,Class I,1,0,0,0,0,,4.582156767,1.92,-,-,-,1200,-,1200,2.662156767,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Newton_Road_Westbound_On-ramp_359.pdf,Westbound,Newton Road Westbound On-ramp,Newton Rd Westbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Westbound Newton Rd Westbound On-Ramp 359.pdf
SH1_360,SH1,360,1.502158642,50,1.6,80,Class I,1,0,0,0,0,,1.80259037,1.2,-,-,-,1200,-,1200,0.60259037,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Symonds_St_Southbound_On-ramp_360.pdf,Southbound,Symonds St Southbound On-ramp,Symonds St Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Symonds St Southbound On-Ramp 360.pdf
SH16_361,SH16,361,0.798298911,50,1,70,Class I,1,0,0,0,0,,0.957958693,0.857142857,-,-,-,1200,-,1200,0.100815836,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Grafton_Road_Eastbound_(loop)_On-ramp_361.pdf,Eastbound,Grafton Road Eastbound (loop) On-ramp,Grafton Rd Eastbound (loop) On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Grafton Rd Eastbound (loop) On-Ramp 361.pdf
SH16_361,SH16,361,1.885496917,50,1,70,Class I,1,0,0,0,0,,2.2625963,0.857142857,-,-,-,1200,-,1200,1.405453443,Completed Detour PDF Plans\SH16 - Ramp\SH16_Eastbound_Grafton_Road_Eastbound_(loop)_On-ramp_361.pdf,Eastbound,Grafton Road Eastbound (loop) On-ramp,Grafton Rd Eastbound (loop) On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Eastbound Grafton Rd Eastbound (loop) On-Ramp 361.pdf
SH18_362,SH18,362,4.631088889,50,2.1,100,Class I,1,0,0,0,0,,5.557306666,1.26,-,-,-,1200,-,1200,4.297306666,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Trig_Road_Eastbound_On-ramp_362.pdf,Eastbound,Trig Road Eastbound On-ramp,Trig Rd Eastbound On-Ramp,#N/A,,SH18 - Ramp,Click to view - SH18 Eastbound Trig Rd Eastbound On-Ramp 362.pdf
SH18_362,SH18,362,3.164485863,50,2.1,100,Class I,1,0,0,0,0,,3.797383035,1.26,-,-,-,1200,-,1200,2.537383035,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Trig_Road_Eastbound_On-ramp_362.pdf,Eastbound,Trig Road Eastbound On-ramp,Trig Rd Eastbound On-Ramp,#N/A,,SH18 - Ramp,Click to view - SH18 Eastbound Trig Rd Eastbound On-Ramp 362.pdf
SH18_363,SH18,363,2.791584582,50,2.2,100,Class I,1,0,0,0,0,,3.349901498,1.32,-,-,-,1200,-,1200,2.029901498,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Brigham_Creek_Road_Eastbound_On-ramp_363.pdf,Eastbound,Brigham Creek Road Eastbound On-ramp,Brigham Creek Rd Eastbound On-Ramp,01840010,,SH18 - Ramp,Click to view - SH18 Eastbound Brigham Creek Rd Eastbound On-Ramp 363.pdf
SH18_364,SH18,364,4.429679538,70,3.8,105,0,0,0,0,0,0,1400,3.796868176,2.171428571,-,-,-,-,-,1400,1.625439604,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Brigham_Creek_Road_Westbound_On-ramp_364.pdf,Westbound,Brigham Creek Road Westbound On-ramp,Brigham Creek Rd Westbound On-Ramp,01860010,,SH18 - Ramp,Click to view - SH18 Westbound Brigham Creek Rd Westbound On-Ramp 364.pdf
SH18_365,SH18,365,2.849238523,50,0.6,50,Class I,1,0,0,0,0,,3.419086228,0.72,-,-,-,1200,-,1200,2.699086228,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Squadron_Drive_Eastbound_On-ramp_365.pdf,Eastbound,Squadron Drive Eastbound On-ramp,Squadron Dr Eastbound On-Ramp,#N/A,,SH18 - Ramp,Click to view - SH18 Eastbound Squadron Dr Eastbound On-Ramp 365.pdf
SH18_366,SH18,366,4.151123175,75,0.3,50,Class I,1,0,0,0,0,,3.32089854,0.36,-,-,-,1200,-,1200,2.96089854,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Tauhinu_Road_On-Ramp_366.pdf,Westbound,Tauhinu Road On-Ramp,Tauhinu Rd On-Ramp,#N/A,,SH18 - Ramp,Click to view - SH18 Westbound Tauhinu Rd On-Ramp 366.pdf
SH18_367,SH18,367,3.418597998,50,2.9,100,Class I,1,0,0,0,0,,4.102317598,1.74,-,-,-,1200,-,1200,2.362317598,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Greenhithe_Road_Eastbound_On-ramp_367.pdf,Eastbound,Greenhithe Road Eastbound On-ramp,Greenhithe Rd Eastbound On-Ramp,#N/A,,SH18 - Ramp,Click to view - SH18 Eastbound Greenhithe Rd Eastbound On-Ramp 367.pdf
SH18_367,SH18,367,4.224995612,50,2.9,100,Class I,1,0,0,0,0,,5.069994734,1.74,-,-,-,1200,-,1200,3.329994734,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Greenhithe_Road_Eastbound_On-ramp_367.pdf,Eastbound,Greenhithe Road Eastbound On-ramp,Greenhithe Rd Eastbound On-Ramp,#N/A,,SH18 - Ramp,Click to view - SH18 Eastbound Greenhithe Rd Eastbound On-Ramp 367.pdf
SH18_368,SH18,368,1.90156739,90,2.3,80,Class I,1,0,0,0,0,,1.267711593,1.725,-,-,-,1200,-,1200,-0.457288407,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Albany_Highway_On-ramp_368.pdf,Eastbound,Albany Highway On-ramp,Albany Highway On-Ramp,01840002,,SH18 - Ramp,Click to view - SH18 Eastbound Albany Highway On-Ramp 368.pdf
SH18_368,SH18,368,4.997370138,90,2.3,80,Class I,1,0,0,0,0,,3.331580092,1.725,-,-,-,1200,-,1200,1.606580092,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Albany_Highway_On-ramp_368.pdf,Eastbound,Albany Highway On-ramp,Albany Highway On-Ramp,01840002,,SH18 - Ramp,Click to view - SH18 Eastbound Albany Highway On-Ramp 368.pdf
SH16_369,SH16,369,1.561509686,60,1,60,Class I,1,0,0,0,0,,1.561509686,1,-,-,-,1200,-,1200,0.561509686,Completed Detour PDF Plans\SH18 - Ramp\SH16_Westbound_Grafton_Road_Westbound_On-ramp_369.pdf,Westbound,Grafton Road Westbound On-ramp,Grafton Rd Westbound On-Ramp,01660001,,SH16 - Ramp,Click to view - SH16 Westbound Grafton Rd Westbound On-Ramp 369.pdf
SH16_369,SH16,369,1.061643674,60,1,60,Class I,1,0,0,0,0,,1.061643674,1,-,-,-,1200,-,1200,0.061643674,Completed Detour PDF Plans\SH18 - Ramp\SH16_Westbound_Grafton_Road_Westbound_On-ramp_369.pdf,Westbound,Grafton Road Westbound On-ramp,Grafton Rd Westbound On-Ramp,01660001,,SH16 - Ramp,Click to view - SH16 Westbound Grafton Rd Westbound On-Ramp 369.pdf
SH18_370,SH18,370,1.024115745,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH18 - Ramp\SH18_Eastbound_Paul_Matthews_Road_370.pdf,Eastbound,Paul Matthews Road,Paul Matthews Rd,#N/A,Upper Harbour Highway,SH18 - Ramp,Click to view - SH18 Eastbound Paul Matthews Rd 370.pdf
SH18_371,SH18,371,4.559294363,50,3.9,100,0,0,0,0,0,0,1400,5.471153236,2.34,-,-,-,-,-,1400,3.131153236,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Albany_Highway_Westbound_On-ramp_371.pdf,Westbound,Albany Highway Westbound On-ramp,Albany Highway Westbound On-Ramp,01860002,,SH18 - Ramp,Click to view - SH18 Westbound Albany Highway Westbound On-Ramp 371.pdf
SH18_371,SH18,371,1.969656772,50,3.9,100,0,0,0,0,0,0,1400,2.363588127,2.34,-,-,-,-,-,1400,0.023588127,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Albany_Highway_Westbound_On-ramp_371.pdf,Westbound,Albany Highway Westbound On-ramp,Albany Highway Westbound On-Ramp,01860002,,SH18 - Ramp,Click to view - SH18 Westbound Albany Highway Westbound On-Ramp 371.pdf
SH18_372,SH18,372,3.289834887,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH18 - Ramp\SH18_Westbound_Exit_From_Carribean_Drive_372.pdf,Westbound,Exit From Carribean Drive,Exit From Carribean Dr,#N/A,,SH18 - Ramp,Click to view - SH18 Westbound Exit From Carribean Dr 372.pdf
SH1_374,SH1,374,9.893754926,80,5.1,100,Class I,1,0,0,0,0,,7.420316195,3.06,-,-,-,1200,-,1200,4.360316195,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Grand_Drive_Southbound_On-ramp_374.pdf,Southbound,Grand Drive Southbound On-ramp,Grand Dr Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Grand Dr Southbound On-Ramp 374.pdf
SH1_375,SH1,375,11.23541083,80,7.4,80,Class I,1,0,0,0,0,,8.426558125,5.55,-,-,-,1200,-,1200,2.876558125,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Grand_Drive_Northbound_On-ramp_375.pdf,Northbound,Grand Drive Northbound On-ramp,Grand Dr Northbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound Grand Dr Northbound On-Ramp 375.pdf
SH1_376,SH1,376,14.79282341,80,11.7,100,Class I,1,0,0,0,0,,11.09461756,7.02,-,-,-,1200,-,1200,4.074617558,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Silverdale_Northbound_On-ramp_376.pdf,Northbound,Silverdale Northbound On-ramp,Silverdale Northbound On-Ramp,01N40398,,SH1 - Ramp,Click to view - SH1 Northbound Silverdale Northbound On-Ramp 376.pdf
SH1_377,SH1,377,17.27369181,90,13.7,105,Class I,1,90/10,=> 8 metres,level,0.01,,11.51579454,7.828571429,0.77,1,0.988142292,1200,1917.391304,1200,3.687223112,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Silverdale_Southbound_On-ramp_377.pdf,Southbound,Silverdale Southbound On-ramp,Silverdale Southbound On-Ramp,01N60398,,SH1 - Ramp,Click to view - SH1 Southbound Silverdale Southbound On-Ramp 377.pdf
SH1_378,SH1,378,18.18535197,90,12.9,105,0,0,90/10,=> 8 metres,rolling,0.01,,12.12356798,7.371428571,0.77,1,0.961538462,-,1865.769231,1865.769231,4.752139409,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Oteha_Valley_Road_Northbound_On-ramp_378.pdf,Northbound,Oteha Valley Road Northbound On-ramp,Oteha Valley Rd Northbound On-Ramp,01N40410,,SH1 - Ramp,Click to view - SH1 Northbound Oteha Valley Rd Northbound On-Ramp 378.pdf
SH1_378,SH1,378,17.25258863,90,12.9,105,0,0,90/10,=> 8 metres,rolling,0.01,,11.50172575,7.371428571,0.77,1,0.961538462,-,1865.769231,1865.769231,4.130297179,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Oteha_Valley_Road_Northbound_On-ramp_378.pdf,Northbound,Oteha Valley Road Northbound On-ramp,Oteha Valley Rd Northbound On-Ramp,01N40410,,SH1 - Ramp,Click to view - SH1 Northbound Oteha Valley Rd Northbound On-Ramp 378.pdf
SH1_379,SH1,379,3.949535449,80,2.8,100,0,0,0,0,0,0,,2.962151587,1.68,-,-,-,-,-,-,1.282151587,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Oteha_Valley_Road_Southbound_On-ramp_379.pdf,Southbound,Oteha Valley Road Southbound On-ramp,Oteha Valley Rd Southbound On-Ramp,01N60410,,SH1 - Ramp,Click to view - SH1 Southbound Oteha Valley Rd Southbound On-Ramp 379.pdf
SH1_379,SH1,379,4.640487508,80,2.8,100,0,0,0,0,0,0,,3.480365631,1.68,-,-,-,-,-,-,1.800365631,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Oteha_Valley_Road_Southbound_On-ramp_379.pdf,Southbound,Oteha Valley Road Southbound On-ramp,Oteha Valley Rd Southbound On-Ramp,01N60410,,SH1 - Ramp,Click to view - SH1 Southbound Oteha Valley Rd Southbound On-Ramp 379.pdf
SH1_380,SH1,380,3.644531556,80,2.9,100,Class I,1,0,0,0,0,,2.733398667,1.74,-,-,-,1200,-,1200,0.993398667,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Greville_Road_Northbound_On-ramp_380.pdf,Northbound,Greville Road Northbound On-ramp,Greville Rd Northbound On-Ramp,01N40412,,SH1 - Ramp,Click to view - SH1 Northbound Greville Rd Northbound On-Ramp 380.pdf
SH1_381,SH1,381,3.9708491,50,3.3,105,Class I,1,0,0,0,0,,4.76501892,1.885714286,-,-,-,1200,-,1200,2.879304634,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Greville_Road_Southbound_On-ramp_381.pdf,Southbound,Greville Road Southbound On-ramp,Greville Rd Southbound On-Ramp,01N60412,,SH1 - Ramp,Click to view - SH1 Southbound Greville Rd Southbound On-Ramp 381.pdf
SH1_381,SH1,381,4.565241362,50,3.3,105,Class I,1,0,0,0,0,,5.478289634,1.885714286,-,-,-,1200,-,1200,3.592575348,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Greville_Road_Southbound_On-ramp_381.pdf,Southbound,Greville Road Southbound On-ramp,Greville Rd Southbound On-Ramp,01N60412,,SH1 - Ramp,Click to view - SH1 Southbound Greville Rd Southbound On-Ramp 381.pdf
SH1_382,SH1,382,4.103425204,50,2.9,105,Class I,1,0,0,0,0,,4.924110245,1.657142857,-,-,-,1200,-,1200,3.266967388,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Upper_Harbour_Highway_NB_On-ramp_382.pdf,Northbound,Upper Harbour Highway NB On-ramp,Upper Harbour Highway NB On-Ramp,01N40414,,SH1 - Ramp,Click to view - SH1 Northbound Upper Harbour Highway NB On-Ramp 382.pdf
SH1_382,SH1,382,4.815754524,50,2.9,105,Class I,1,0,0,0,0,,5.778905429,1.657142857,-,-,-,1200,-,1200,4.121762572,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Upper_Harbour_Highway_NB_On-ramp_382.pdf,Northbound,Upper Harbour Highway NB On-ramp,Upper Harbour Highway NB On-Ramp,01N40414,,SH1 - Ramp,Click to view - SH1 Northbound Upper Harbour Highway NB On-Ramp 382.pdf
SH1_383,SH1,383,5.378231677,50,3.8,105,Class I,1,0,0,0,0,,6.453878012,2.171428571,-,-,-,1200,-,1200,4.28244944,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Constellation_Drive_Southbound_On-ramp_383.pdf,Southbound,Constellation Drive Southbound On-ramp,Constellation Dr Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Constellation Dr Southbound On-Ramp 383.pdf
SH1_383,SH1,383,6.558222715,50,3.8,105,Class I,1,0,0,0,0,,7.869867258,2.171428571,-,-,-,1200,-,1200,5.698438686,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Constellation_Drive_Southbound_On-ramp_383.pdf,Southbound,Constellation Drive Southbound On-ramp,Constellation Dr Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Constellation Dr Southbound On-Ramp 383.pdf
SH1_384,SH1,384,6.464100223,60,3.6,105,Class I,1,0,0,0,0,,6.464100223,2.057142857,-,-,-,1200,-,1200,4.406957366,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Tristram_Avenue_Northbound_On-ramp_384.pdf,Northbound,Tristram Avenue Northbound On-ramp,Tristram Ave Northbound On-Ramp,01N40417,,SH1 - Ramp,Click to view - SH1 Northbound Tristram Ave Northbound On-Ramp 384.pdf
SH1_384,SH1,384,5.561866697,60,3.6,105,Class I,1,0,0,0,0,,5.561866697,2.057142857,-,-,-,1200,-,1200,3.50472384,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Tristram_Avenue_Northbound_On-ramp_384.pdf,Northbound,Tristram Avenue Northbound On-ramp,Tristram Ave Northbound On-Ramp,01N40417,,SH1 - Ramp,Click to view - SH1 Northbound Tristram Ave Northbound On-Ramp 384.pdf
SH1_385,SH1,385,2.978889407,50,2.8,105,Class I,2,0,0,0,0,1800,3.574667289,1.6,-,-,-,2400,-,1800,1.974667289,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Tristram_Avenue_Southbound_On-ramp_385.pdf,Southbound,Tristram Avenue Southbound On-ramp,Tristram Ave Southbound On-Ramp,01N60417,,SH1 - Ramp,Click to view - SH1 Southbound Tristram Ave Southbound On-Ramp 385.pdf
SH1_385,SH1,385,2.677147008,50,2.8,105,Class I,2,0,0,0,0,1800,3.212576409,1.6,-,-,-,2400,-,1800,1.612576409,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Tristram_Avenue_Southbound_On-ramp_385.pdf,Southbound,Tristram Avenue Southbound On-ramp,Tristram Ave Southbound On-Ramp,01N60417,,SH1 - Ramp,Click to view - SH1 Southbound Tristram Ave Southbound On-Ramp 385.pdf
SH1_386,SH1,386,2.667095921,50,2.8,105,Class I,2,0,0,0,0,1800,3.200515105,1.6,-,-,-,2400,-,1800,1.600515105,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Northcote_Road_Northbound_On-ramp_386.pdf,Northbound,Northcote Road Northbound On-ramp,Northcote Rd Northbound On-Ramp,01N40419,,SH1 - Ramp,Click to view - SH1 Northbound Northcote Rd Northbound On-Ramp 386.pdf
SH1_386,SH1,386,3.574514143,50,2.8,105,Class I,2,0,0,0,0,1800,4.289416972,1.6,-,-,-,2400,-,1800,2.689416972,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Northcote_Road_Northbound_On-ramp_386.pdf,Northbound,Northcote Road Northbound On-ramp,Northcote Rd Northbound On-Ramp,01N40419,,SH1 - Ramp,Click to view - SH1 Northbound Northcote Rd Northbound On-Ramp 386.pdf
SH1_387,SH1,387,4.388686761,50,2.6,105,Class I,1,0,0,0,0,,5.266424113,1.485714286,-,-,-,1200,-,1200,3.780709827,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Northcote_Road_SB_On-ramp_387.pdf,Southbound,Northcote Road SB On-ramp,Northcote Rd SB On-Ramp,01N60419,,SH1 - Ramp,Click to view - SH1 Southbound Northcote Rd SB On-Ramp 387.pdf
SH1_388,SH1,388,2.907335383,60,2.2,105,Class I,1,0,0,0,0,,2.907335383,1.257142857,-,-,-,1200,-,1200,1.650192526,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Esmonde_Road_Northbound_On-ramp_(diamond)_388.pdf,Northbound,Esmonde Road Northbound On-ramp (diamond),Esmonde Rd Northbound On-Ramp (diamond),01N40420,,SH1 - Ramp,Click to view - SH1 Northbound Esmonde Rd Northbound On-Ramp (diamond) 388.pdf
SH1_389,SH1,389,2.079552461,50,2.4,105,Class I,1,0,0,0,0,,2.495462953,1.371428571,-,-,-,1200,-,1200,1.124034381,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Esmonde_Road_Northbound_On-ramp_(loop)_389.pdf,Northbound,Esmonde Road Northbound On-ramp (loop),Esmonde Rd Northbound On-Ramp (loop),01N40420,,SH1 - Ramp,Click to view - SH1 Northbound Esmonde Rd Northbound On-Ramp (loop) 389.pdf
SH1_390,SH1,390,3.935339825,80,1,80,Class I,1,0,0,0,0,,2.951504869,0.75,-,-,-,1200,-,1200,2.201504869,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Esmonde_Road_Southbound_On-ramp_390.pdf,Southbound,Esmonde Road Southbound On-ramp,Esmonde Rd Southbound On-Ramp,01N60420,,SH1 - Ramp,Click to view - SH1 Southbound Esmonde Rd Southbound On-Ramp 390.pdf
SH1_391,SH1,391,3.449287936,100,2.5,80,Class I,1,0,0,0,0,,2.069572761,1.875,-,-,-,1200,-,1200,0.194572761,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Onewa_Road_Northbound_On-ramp_391.pdf,Northbound,Onewa Road Northbound On-ramp,Onewa Rd Northbound On-Ramp,01N40422,,SH1 - Ramp,Click to view - SH1 Northbound Onewa Rd Northbound On-Ramp 391.pdf
SH1_391,SH1,391,4.579269875,100,2.5,80,Class I,1,0,0,0,0,,2.747561925,1.875,-,-,-,1200,-,1200,0.872561925,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Onewa_Road_Northbound_On-ramp_391.pdf,Northbound,Onewa Road Northbound On-ramp,Onewa Rd Northbound On-Ramp,01N40422,,SH1 - Ramp,Click to view - SH1 Northbound Onewa Rd Northbound On-Ramp 391.pdf
SH1_392,SH1,392,3.318912117,100,1,80,Class I,1,0,0,0,0,,1.99134727,0.75,-,-,-,1200,-,1200,1.24134727,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Onewa_Road_Southbound_On-ramp_392.pdf,Southbound,Onewa Road Southbound On-ramp,Onewa Rd Southbound On-Ramp,01N60422,,SH1 - Ramp,Click to view - SH1 Southbound Onewa Rd Southbound On-Ramp 392.pdf
SH1_393,SH1,393,2.554475664,50,1,60,Class I,1,0,0,0,0,,3.065370796,1,-,-,-,1200,-,1200,2.065370796,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Curran_Street_Northbound_On-ramp_393.pdf,Northbound,Curran Street Northbound On-ramp,Curran St Northbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound Curran St Northbound On-Ramp 393.pdf
SH1_394,SH1,394,2.896574713,50,2.2,80,Class I,1,0,0,0,0,,3.475889656,1.65,-,-,-,1200,-,1200,1.825889656,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Fanshawe_Street_Northbound_On-ramp_394.pdf,Northbound,Fanshawe Street Northbound On-ramp,Fanshawe St Northbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound Fanshawe St Northbound On-Ramp 394.pdf
SH1_394,SH1,394,2.182484371,50,2.2,80,Class I,1,0,0,0,0,,2.618981245,1.65,-,-,-,1200,-,1200,0.968981245,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Fanshawe_Street_Northbound_On-ramp_394.pdf,Northbound,Fanshawe Street Northbound On-ramp,Fanshawe St Northbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound Fanshawe St Northbound On-Ramp 394.pdf
SH1_396,SH1,396,0.866192668,50,1.6,80,Class I,1,0,0,0,0,,1.039431202,1.2,-,-,-,1200,-,1200,-0.160568798,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Hobson_Street_Southbound_On-ramp_396.pdf,Southbound,Hobson Street Southbound On-ramp,Hobson St Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Hobson St Southbound On-Ramp 396.pdf
SH1_396,SH1,396,1.886509608,50,1.6,80,Class I,1,0,0,0,0,,2.263811529,1.2,-,-,-,1200,-,1200,1.063811529,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Hobson_Street_Southbound_On-ramp_396.pdf,Southbound,Hobson Street Southbound On-ramp,Hobson St Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Hobson St Southbound On-Ramp 396.pdf
SH16_397,SH16,397,1.373890197,50,2,60,Class I,1,0,0,0,0,,1.648668236,2,-,-,-,1200,-,1200,-0.351331764,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Hobson_Street_Westbound_On-ramp_397.pdf,Westbound,Hobson Street Westbound On-ramp,Hobson St Westbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Westbound Hobson St Westbound On-Ramp 397.pdf
SH16_397,SH16,397,1.626874872,50,2,60,Class I,1,0,0,0,0,,1.952249846,2,-,-,-,1200,-,1200,-0.047750154,Completed Detour PDF Plans\SH16 - Ramp\SH16_Westbound_Hobson_Street_Westbound_On-ramp_397.pdf,Westbound,Hobson Street Westbound On-ramp,Hobson St Westbound On-Ramp,#N/A,,SH16 - Ramp,Click to view - SH16 Westbound Hobson St Westbound On-Ramp 397.pdf
SH1_398,SH1,398,1.378688729,60,0.75,60,Class I,1,0,0,0,0,,1.378688729,0.75,-,-,-,1200,-,1200,0.628688729,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Khyber_Pass_Road_Southbound_On-ramp_398.pdf,Southbound,Khyber Pass Road Southbound On-ramp,Khyber Pass Rd Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Khyber Pass Rd Southbound On-Ramp 398.pdf
SH1_398,SH1,398,1.611858387,60,0.75,60,Class I,1,0,0,0,0,,1.611858387,0.75,-,-,-,1200,-,1200,0.861858387,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_Khyber_Pass_Road_Southbound_On-ramp_398.pdf,Southbound,Khyber Pass Road Southbound On-ramp,Khyber Pass Rd Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound Khyber Pass Rd Southbound On-Ramp 398.pdf
SH1_399,SH1,399,2.755131976,50,2.2,80,Class I,1,0,0,0,0,,3.306158371,1.65,-,-,-,1200,-,1200,1.656158371,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Gillies_Avenue_Northbound_On-ramp_399.pdf,Northbound,Gillies Avenue Northbound On-ramp,Gillies Ave Northbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound Gillies Ave Northbound On-Ramp 399.pdf
SH1_399,SH1,399,3.897114454,50,2.2,80,Class I,1,0,0,0,0,,4.676537345,1.65,-,-,-,1200,-,1200,3.026537345,Completed Detour PDF Plans\SH1 - Ramp\SH1_Northbound_Gillies_Avenue_Northbound_On-ramp_399.pdf,Northbound,Gillies Avenue Northbound On-ramp,Gillies Ave Northbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Northbound Gillies Ave Northbound On-Ramp 399.pdf
SH1_400,SH1,400,3.839775132,50,3.1,105,Class I,1,0,0,0,0,,4.607730159,1.771428571,-,-,-,1200,-,1200,2.836301588,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_St_Marks_Road_Southbound_On-ramp_400.pdf,Southbound,St Marks Road Southbound On-ramp,St Marks Rd Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound St Marks Rd Southbound On-Ramp 400.pdf
SH1_400,SH1,400,3.17923896,50,3.1,105,Class I,1,0,0,0,0,,3.815086752,1.771428571,-,-,-,1200,-,1200,2.04365818,Completed Detour PDF Plans\SH1 - Ramp\SH1_Southbound_St_Marks_Road_Southbound_On-ramp_400.pdf,Southbound,St Marks Road Southbound On-ramp,St Marks Rd Southbound On-Ramp,#N/A,,SH1 - Ramp,Click to view - SH1 Southbound St Marks Rd Southbound On-Ramp 400.pdf
