Ref,SH,Plan Number,Detour Distance (km),Detour Speed (km/hr),Normal Distance ,Normal Speed ,Urban Road Class,Minimum # lane for Urban Road,Rural Road Directional Split,Rural Road Roadway Width,Terrain Type,% of Heavy Vehicle,Other Manual Capacity Input?,Detour Travel Time (min/veh),Normal Travel Time (min/veh),Rural Road Directional Adjustement,Rural Road Roadway Width Adjustement,Rural Road % Heavy Vehicle Adjustement,Urban Road Capacity,Rural Road Capacity,Detour Capacity (veh/hr),Detour Delay (min/veh),,,(for Input tab),,(From detour),,,
SH1N_7,SH1N,7,7.5,50,3.9,105,Class I,1,,,,,,9,2.228571429,-,-,-,1200,-,1200,6.771428571,http://g.co/maps/d778z,1 lane along Wairau,1040417.09,01N40417,"Jasmine Lau:
closure between Tristram Ave On-Ramp and UHH Off-Ramp NBD",,,
SH1N_8,SH1N,8,7.2,40,3.6,105,Class I,1,,,,,,10.8,2.057142857,-,-,-,1200,-,1200,8.742857143,http://g.co/maps/ntvrk,1 lane along Constellation,1040414.74,01N40414,"Jasmine Lau:
closure between UHH On-Ramp and Greville Rd Off-Ramp NBD",,,
SH1N_8A,SH1N,8A,7.2,40,3.6,105,Class I,1,,,,,,10.8,2.057142857,-,-,-,1200,-,1200,8.742857143,http://g.co/maps/ntvrk,1 lane on Ramp,1040414.74,01N40414,"Yi-Min Huang:
UHH IC NBD",,,
SH1N_9,SH1N,9,4.7,50,3.1,105,Class I,1,,,,,,5.64,1.771428571,-,-,-,1200,-,1200,3.868571429,http://g.co/maps/xcdjt,1 lane RT from Albany Express to Oteha Valley,1040412.23,01N40412,"Jasmine Lau:
Closure between Greville Rd Off-Ramp and Oteha Valley Rd Off-Ramp NBD
",,,
SH1N_9A,SH1N,9A,4.7,50,3.1,105,Class I,1,,,,,,5.64,1.771428571,-,-,-,1200,-,1200,3.868571429,http://g.co/maps/xcdjt,U turn at roundabout,1040412.23,01N40412,"Yi-Min Huang:
Greville IC NBD",,,
SH1N_9B,SH1N,9B,18.5,90,13.2,105,Class I,1,,,,,,12.33333333,7.542857143,-,-,-,1200,-,1200,4.79047619,http://g.co/maps/rtvnm,1 lane on Ramp,1040410.37,01N40410,"Yi-Min Huang:
Oteha IC NBD",,,
SH1N_10,SH1N,10,18.5,90,13.2,105,,,90/10,=> 8 metres,rolling,0.01,,12.33333333,7.542857143,0.77,1,0.961538462,-,1865.769231,1865.769231,4.79047619,http://g.co/maps/rtvnm,1 lane RT from Oteha Valley to SH17,1040410.37,01N40410,"Jasmine Lau:
closure between Oteha Valley Rd On-Ramp and Silverdale Off-Ramp NBD",,,
SH1N_10A,SH1N,10A,11.3,60,5.5,105,Class I,1,,,,,,11.3,3.142857143,-,-,-,1200,-,1200,8.157142857,http://g.co/maps/eezs4,1 lane on Ramp,1040398.32,01N40398,"Yi-Min Huang:
Silverdale IC NBD",,,
SH1N_11,SH1N,11,11.3,60,5.5,105,Class I,1,,,,,,11.3,3.142857143,-,-,-,1200,-,1200,8.157142857,http://g.co/maps/eezs4,1 lane along HBC,1040398.32,01N40398,"Jasmine Lau:
closure between Silverdale On-Ramp and Orewa Off-Ramp NBD - Toll Rd",,,
SH1N_11A,SH1N,11A,12.9,60,7.7,105,Class I,1,90/10,=> 8 metres,mountanious,0.01,,12.9,4.4,0.77,1,0.917431193,1200,1780.183486,1200,8.5,http://g.co/maps/u4jqt,1 lane along Grand Drive; ALPURT not in detour plan,1040389.85,01N40389,"Jasmine Lau:
closure between Silverdale On-Ramp and Orewa Off-Ramp NBD - not Toll Rd",,,
SH1N_12A,SH1N,12A,12.7,60,7.7,105,Class I,1,90/10,=> 8 metres,mountanious,0.01,,12.7,4.4,0.77,1,0.917431193,1200,1780.183486,1200,8.3,http://g.co/maps/kmaer,1 lane along Grand Drive; ALPURT not in detour plan,1060381.3,01N60381,"Jasmine Lau:
closure between Orewa On-Ramp and Silverdale Off-Ramp SBD - not toll rd ",,,
SH1N_12,SH1N,12,10.7,60,5.5,105,Class I,1,,,,,,10.7,3.142857143,-,-,-,1200,-,1200,7.557142857,http://g.co/maps/eyu4d,1 lane along HBC,1060389.39,01N60389,"Jasmine Lau:
closure between Orewa On-Ramp and Silverdale Off-Ramp SBD - Toll Rd",,,
SH1N_13,SH1N,13,18.3,90,12.9,105,,,90/10,=> 8 metres,rolling,0.01,,12.2,7.371428571,0.77,1,0.961538462,-,1865.769231,1865.769231,4.828571429,http://g.co/maps/6swuw,1 lane LT from SH17 to Oteha Valley,1060393.68,01N60393,"Jasmine Lau:
closure between Silverdale Off-Ramp and Oteha Valley Rd Off-Ramp SBD",,,
SH1N_13A,SH1N,13A,18.3,90,12.9,105,,,90/10,=> 8 metres,rolling,0.01,,12.2,7.371428571,0.77,1,0.961538462,-,1865.769231,1865.769231,4.828571429,http://g.co/maps/6swuw,1 lane on Ramp,1060393.68,01N60393,"Yi-Min Huang:
Silverdale IC SBD",,,
SH1N_13B,SH1N,13B,2.2,40,1.5,105,Class I,1,,,,,,3.3,0.857142857,-,-,-,1200,-,1200,2.442857143,http://goo.gl/maps/2InpC,1 lane on Ramp,1030410.33,01N30410,"Yi-Min Huang:
Oteha IC SBD",,,
SH1N_14,SH1N,14,5.3,50,3.2,105,Class I,1,,,,,,6.36,1.828571429,-,-,-,1200,-,1200,4.531428571,http://g.co/maps/kc9zz,1 lane LT from Oteha to Albany Express,1060409.53,01N60409,"Jasmine Lau:
closure between Oteha Valley Rd On-Ramp and Greville Rd Off-Ramp SBD",,,
SH1N_14A,SH1N,14A,6.5,40,3.4,105,Class I,1,,,,,,9.75,1.942857143,-,-,-,1200,-,1200,7.807142857,http://g.co/maps/mjs37,1 lane on Ramp,1060411.47,01N60411,"Yi-Min Huang:
Greville IC SBD",,,
SH1N_15,SH1N,15,6.5,40,3.4,105,Class I,1,,,,,,9.75,1.942857143,-,-,-,1200,-,1200,7.807142857,http://g.co/maps/mjs37,1 lane along East Coast Road,1060411.47,01N60411,"Jasmine Lau:
Closure between Greville Rd On-Ramp and UHH Off-Ramp SBD",,,
SH1N_16,SH1N,16,6.3,50,3.7,105,Class I,1,,,,,,7.56,2.114285714,-,-,-,1200,-,1200,5.445714286,http://g.co/maps/axk3n,1 lane along East Coast Road,1060413.5,01N60413,"Jasmine Lau:
closure between UHH On-Ramp and Tristram Ave Off-Ramp SBD",,,
SH1N_17,SH1N,17,3.9,40,2.9,105,Class I,1,,,,,,5.85,1.657142857,-,-,-,1200,-,1200,4.192857143,http://g.co/maps/qkcvn,1 lane along Forest Hill Road,1060416.51,01N60416,"Jasmine Lau:
Closure between Tristarm Ave On-Ramp and Northcote Rd Off-Ramp SBD",,,
SH1N_17A,SH1N,17A,3.8,40,2.6,105,Class I,1,,,,,,5.7,1.485714286,-,-,-,1200,-,1200,4.214285714,http://g.co/maps/s88by,1 lane on Ramp,1060418.57,01N60418,"Yi-Min Huang:
Northcote IC SBD",,,
SH1N_18,SH1N,18,3.8,40,2.6,105,Class I,1,,,,,,5.7,1.485714286,-,-,-,1200,-,1200,4.214285714,http://g.co/maps/s88by,1 lane along Barry's Point Road,1060418.57,01N60418,"Jasmine Lau:
closure between Northcote Rd On-Ramp and Esmonde Rd On-Ramp SBD",,,
SH1N_18A,SH1N,18A,5.1,40,2.7,105,Class I,1,,,,,,7.65,1.542857143,-,-,-,1200,-,1200,6.107142857,http://g.co/maps/zvbve,U turn at roundabout,1060419.98,01N60419,"Yi-Min Huang:
Esmond IC SBD",,,
SH1N_19,SH1N,19,5.1,40,2.7,105,Class I,1,,,,,,7.65,1.542857143,-,-,-,1200,-,1200,6.107142857,http://g.co/maps/zvbve,1 lane along Lake Road DIFFERENT from detour plan,1060419.98,01N60419,"Jasmine Lau:
closure between Esmonde Rd On-Ramp and Onewa Rd Off-Ramp SBD",,,
SH1N_20,SH1N,20,38.5,105,7,105,,,,,,,3600,22,4,-,-,-,-,-,3600,18,http://g.co/maps/qskag,2 lane motorway along SH18,DO NOT USE,FALSET USE,"Jasmine Lau:
closure between Onewa Rd Off-Ramp and Shelly Beach Rd Off-Ramp SBD",,,
SH1N_21,SH1N,21,4.5,40,3.2,105,Class I,1,,,,,,6.75,1.828571429,-,-,-,1200,-,1200,4.921428571,http://goo.gl/maps/yNHXp,1 lane along Shelly Beach Road,1060424.96,01N60424,"Jasmine Lau:
closure between Shelly Beach Rd Off-Ramp and Fanshawe St Off-Ramp SBD",,,
SH16W_1A,SH16W,1A,1.4,40,1.3,85,Class I,1,,,,,,2.1,0.917647059,-,-,-,1200,-,1200,1.182352941,http://g.co/maps/kdjsj,"1 land along Grafton Road; between Alten and Wellesley on Ramp, NOT in detour plan",16060001.43,01660001,"Jasmine Lau:
closure between Alten Rd and Wellesley St On-Ramp WBD",,,
SH16W_1B,SH16W,1B,4,40,4.2,85,,,,,,,1400,6,2.964705882,-,-,-,-,-,1400,3.035294118,http://g.co/maps/u7dup,1 lane RT from Cook to Nelson,16060001.43,01660001,,,,
SH16W_1,SH16W,1,6.2,80,3.1,85,Class I,1,,,,,,4.65,2.188235294,-,-,-,1200,-,1200,2.461764706,http://g.co/maps/9e7s9,1 lane RTs at Gillies Ave Ramps,16060001.99,01660001,"Jasmine Lau:
closure between Stanley St/Grafton Rd On-Ramp and Southern Mway Link to SH16",,,
SH16W_1C,SH16W,1C,2,60,1.3,80,Class I,1,,,,,,2,0.975,-,-,-,1200,-,1200,1.025,http://g.co/maps/j9k2k,1 lane from symonds to grafton,16030002.12,01630002,"Yi-Min Huang:
between alten and grafton off WB",,,
SH16W_1D,SH16W,1D,2,60,1.3,80,Class I,1,,,,,,2,0.975,-,-,-,1200,-,1200,1.025,http://g.co/maps/2yx8g,1 lane RT from Wellesley off to Wellesley,16040002.03,01640002,"Yi-Min Huang:
Grafton on to Alten Rd EB",,,
SH16W_1E,SH16W,1E,5.2,60,2.1,80,Class I,1,,,,,,5.2,1.575,-,-,-,1200,-,1200,3.625,http://goo.gl/maps/i6m1L,1 lane RTs at Gillies Ave Ramps,1060429.51,01N60429,"Yi-Min Huang:
SH16 WB closure between SH1 off ramp and Wellesley on ramp.",,,
SH16W_2,SH16W,2,2.3,40,1.9,85,Class I,1,,,,,,3.45,1.341176471,-,-,-,1200,-,1200,2.108823529,http://g.co/maps/asnwd,1 lane along Hopetoun,16039003.99,01639003,"Jasmine Lau:
closure between Hobson St On-Ramp and Southern Mway Link to SH16",,,
SH16W_2A,SH16W,2A,6.5,100,3.3,85,,,,,,,1400,3.9,2.329411765,-,-,-,-,-,1400,1.570588235,http://g.co/maps/taj4g,1 lane RTs at Gillies Ave Ramps,1050429.48,01N50429,"Yi-Min Huang:
Northern on to Wellesley off EB",,,
SH16W_3A,SH16W,3A,7.5,40,6.1,100,Class I,1,,,,,,11.25,3.66,-,-,-,1200,-,1200,7.59,http://g.co/maps/vneyr,between St Lukes and Newton - North to West detour - 1 lane along Great North Road - NOT in detour plan,1060426.12,01N60426,"Jasmine Lau:
closure between Southern Mway Link to SH16 and St Lukes Rd Off-Ramp: North to SH16 detour",,,
SH16W_3B,SH16W,3B,6.8,40,5.9,100,Class I,1,,,,,,10.2,3.54,-,-,-,1200,-,1200,6.66,http://g.co/maps/j5mgr,between St Lukes and Newton - East to West detour - 1 lane along Great North Road - NOT in detour plan,16060001.43,01660001,"Jasmine Lau:
closure between Southern Mway Link to SH16 and St Lukes Rd Off-Ramp: East to SH16 detour",,,
SH16W_3C,SH16W,3C,5.8,40,5.4,100,Class I,1,,,,,,8.7,3.24,-,-,-,1200,-,1200,5.46,http://g.co/maps/7dg8n,between St Lukes and Newton - South to West detour - 1 lane along Great North Road - NOT in detour plan,1040428.96,01N40428,"Jasmine Lau:
closure between Southern Mway Link to SH16 and St Lukes Rd Off-Ramp: South to SH16 detour",,,
SH16W_3D,SH16W,3D,6.1,60,3.1,85,Class I,1,,,,,,6.1,2.188235294,-,-,-,1200,-,1200,3.911764706,http://g.co/maps/4p34g,1 lane along Grafton,16060001.99,01660001,"Yi-Min Huang:
Northern / Hobson on to Newton on WB",,,
SH16W_4,SH16W,4,3.7,40,3.5,105,Class I,1,,,,,,5.55,2,-,-,-,1200,-,1200,3.55,http://g.co/maps/dyhf5,1 lane along Great North Road,16060006.04,01660006,"Jasmine Lau:
closure between St Lukes Rd On-Ramp and GNR Off-Ramp",,,
SH16W_4A,SH16W,4A,3.7,40,3.5,105,Class I,1,,,,,,5.55,2,-,-,-,1200,-,1200,3.55,http://g.co/maps/dyhf5,WB off Ramp than on Ramp,16060006.04,01660006,"Yi-Min Huang:
St Lukes IC",,,
SH16W_5,SH16W,5,8.2,40,4.9,105,Class I,1,,,,,,12.3,2.8,-,-,-,1200,-,1200,9.5,http://g.co/maps/793gx,1 lane along Rosebank Road,16060007.98,01660007,"Jasmine Lau:
closure between GNR On-Ramp and Rosebank Rd Off-Ramp",,,
SH16W_5A,SH16W,5A,8.2,40,4.9,105,Class I,1,,,,,,12.3,2.8,-,-,-,1200,-,1200,9.5,http://g.co/maps/793gx,1 lane on Ramp,16060007.98,01660007,"Yi-Min Huang:
GNR IC WB",,,
SH16W_6,SH16W,6,2.4,40,1.9,105,Class I,1,,,,,,3.6,1.085714286,-,-,-,1200,-,1200,2.514285714,http://g.co/maps/485he,1 lane along Patiki Road,16060008.54,01660008,"Jasmine Lau:
closure between Rosebank Rd Off-Ramp and Patiki Rd On-Ramp",,,
SH16W_6A,SH16W,6A,5.6,40,2.7,105,Class I,1,,,,,,8.4,1.542857143,-,-,-,1200,-,1200,6.857142857,http://g.co/maps/hncpa,1 lane along Edmonton,16060011.01,01660011,"Yi-Min Huang:
Te Atatu IC WB",,,
SH16W_7,SH16W,7,15.2,40,3.6,105,Class I,1,,,,,,22.8,2.057142857,-,-,-,1200,-,1200,20.74285714,http://goo.gl/maps/OxaSc,1 lane along Great North Road,16060008.54,01660008,"Jasmine Lau:
closure between Patiki Rd On-Ramp and Te Atatu Rd Off-Ramp",,,
SH16W_8,SH16W,8,4.8,40,2.7,105,Class I,1,,,,,,7.2,1.542857143,-,-,-,1200,-,1200,5.657142857,http://goo.gl/maps/eJDLT,1 lane along Edmonton,16060011.01,01660011,"Jasmine Lau:
closure between Te Atatu Rd On-Ramp and Lincoln Rd Off-Ramp",,,
SH16W_8A,SH16W,8A,6.7,40,4.8,105,Class I,1,,,,,,10.05,2.742857143,-,-,-,1200,-,1200,7.307142857,http://g.co/maps/2kabj,1 lane on Ramp,16060013.02,01660013,"Yi-Min Huang:
Lincoln IC WB",,,
SH16W_9,SH16W,9,8.9,50,7.4,105,Class I,1,,,,,,10.68,4.228571429,-,-,-,1200,-,1200,6.451428571,http://g.co/maps/daa7v,1 lane along Triangle Road - DIFFERENT from detour plan,16060013.02,01660013,"Jasmine Lau:
closure between Lincoln Rd On-Ramp and Royal Rd Off-Ramp: NB traffic",,,
SH16W_9A,SH16W,9A,6.7,40,4.8,105,Class I,1,,,,,,10.05,2.742857143,-,-,-,1200,-,1200,7.307142857,http://g.co/maps/2kabj,16 to 18 - NOT in detour plan,16060013.02,01660013,"Jasmine Lau:
closure between Lincoln Rd On-Ramp and Royal Rd Off-Ramp: EB traffic to SH18",,,
SH16W_10,SH16W,10,6.1,50,5.1,105,Class I,1,,,,,,7.32,2.914285714,-,-,-,1200,-,1200,4.405714286,http://g.co/maps/va58e,1 lane along Royal Road - DIFFERENT from detour plan,16060015.31,01660015,"Jasmine Lau:
closure between Royal Rd Off-Ramp and Hobsonville Rd: NB Traffic to SH16",,,
SH16W_10A,SH16W,10A,3.8,40,2.3,105,Class I,1,,,,,,5.7,1.314285714,-,-,-,1200,-,1200,4.385714286,http://g.co/maps/2427v,16 to 18 - NOT in detour plan,16060015.31,01660015,"Jasmine Lau:
closure between Royal Rd Off-Ramp and Hobsonville Rd: EB Traffic to SH18",,,
SH16W_10B,SH16W,10B,4.5,60,3.6,105,Class I,2,90/10,=> 8 metres,level,0.01,,4.5,2.057142857,0.77,1,0.988142292,2400,1917.391304,1917.391304,2.442857143,http://g.co/maps/zn78s,between Hobsonville and Brightham Creek - NOT in detour plan,16069016.57,01669016,"Jasmine Lau:
closure between Hobsonville Rd and Brigham Creek Rd",,,
SH16E_11B,SH16E,11B,4.6,60,3.5,105,Class I,2,90/10,=> 8 metres,level,0.01,,4.6,2,0.77,1,0.988142292,2400,1917.391304,1917.391304,2.6,http://g.co/maps/ncp34,between Hobsonville and Brightham Creek - NOT in detour plan,16050016.55,01650016,"Jasmine Lau:
closure between Brigham Creek Rd and Hobsonville Rd: SH16 traffic",,,
SH16E_11A,SH16E,11A,3.9,40,2.5,105,Class I,1,,,,,,5.85,1.428571429,-,-,-,1200,-,1200,4.421428571,http://g.co/maps/qk6zt,18 to 16 - NOT in detour plan,18060012.32,01860012,"Jasmine Lau:
closure between Hobsonville and Royal Rd: SH18 to SH16 traffic",,,
SH16E_11,SH16E,11,5.9,50,5,105,Class I,1,,,,,,7.08,2.857142857,-,-,-,1200,-,1200,4.222857143,http://g.co/maps/2ydbp,1 lane along Royal Road - DIFFERENT from detour plan,16050015.29,01650015,"Jasmine Lau:
closure between Hobsonville and Royal Rd: SH16 traffic",,,
SH16E_12A,SH16E,12A,7.2,40,4.8,105,Class I,1,,,,,,10.8,2.742857143,-,-,-,1200,-,1200,8.057142857,http://g.co/maps/5827k,16 to 18 - NOT in detour plan,18060012.32,01860012,"Jasmine Lau:
closure between Royal Rd On-Ramp and Lincoln Rd Off-Ramp: SH18 to SH16 traffic",,,
SH16E_12,SH16E,12,9.2,50,7.2,105,Class I,1,,,,,,11.04,4.114285714,-,-,-,1200,-,1200,6.925714286,http://g.co/maps/tz6sz,1 lane along Triangle Road - DIFFERENT from detour plan,16050013.08,01650013,"Jasmine Lau:
closure between Royal Rd On-Ramp and Lincoln Rd Off-Ramp: SH16 traffic",,,
SH16E_12B,SH16E,12B,5.9,40,3,105,Class I,1,,,,,,8.85,1.714285714,-,-,-,1200,-,1200,7.135714286,http://g.co/maps/uztkh,1 lane along Central Park Drive,16040013.28,01640013,"Yi-Min Huang:
Lincoln IC EBD",,,
SH16E_13,SH16E,13,5.9,40,3,105,Class I,1,,,,,,8.85,1.714285714,-,-,-,1200,-,1200,7.135714286,http://g.co/maps/uztkh,1 lane along Edmonton,16040013.28,01640013,"Jasmine Lau:
closure between Lincoln Rd Off-Ramp and Te Atatu Rd Off-Ramp",,,
SH16E_13A,SH16E,13A,14.8,40,6.2,105,Class I,1,,,,,,22.2,3.542857143,-,-,-,1200,-,1200,18.65714286,http://g.co/maps/nmqvh,U turn at roundabout,16040011.41,01640011,"Yi-Min Huang:
Te Atatu IC EBD",,,
SH16E_14,SH16E,14,14.8,40,6.2,105,Class I,1,,,,,,22.2,3.542857143,-,-,-,1200,-,1200,18.65714286,http://g.co/maps/nmqvh,1 lane along Great North Road,16040011.41,01640011,"Jasmine Lau:
closure between Te Atatu Rd Off-Ramp and Patiki Rd Off-Ramp",,,
SH16E_15,SH16E,15,2.5,40,1.9,105,Class I,1,,,,,,3.75,1.085714286,-,-,-,1200,-,1200,2.664285714,http://g.co/maps/yyjej,1 lane along Patiki Road,16040009.91,01640009,"Jasmine Lau:
closure between Patiki Rd Off-Ramp and Rosebank Rd On-Ramp",,,
SH16E_16,SH16E,16,9,40,4.7,105,Class I,1,,,,,,13.5,2.685714286,-,-,-,1200,-,1200,10.81428571,http://g.co/maps/879ck,1 lane along Rosebank Road,16040009.91,01640009,"Jasmine Lau:
closure between Rosebank Rd On-Ramp and GNR Off-Ramp",,,
SH16E_16A,SH16E,16A,4,40,3.9,105,Class I,1,,,,,,6,2.228571429,-,-,-,1200,-,1200,3.771428571,http://g.co/maps/xfnff,1 lane along GNR @ St Llukes,16040008.93,01640008,"Yi-Min Huang:
GNR IC EBD",,,
SH16E_17,SH16E,17,4,40,3.9,105,Class I,1,,,,,,6,2.228571429,-,-,-,1200,-,1200,3.771428571,http://g.co/maps/xfnff,1 lane along GNR @ St Llukes,16040008.93,01640008,"Jasmine Lau:
closure between GNR Off-Ramp and St Lukes Rd On-Ramp",,,
SH16E_17A,SH16E,17A,7,40,5.9,100,Class I,1,,,,,,10.5,3.54,-,-,-,1200,-,1200,6.96,http://g.co/maps/4tqp5,EB off Ramp than U turn to on Ramp,16040006.21,01640006,"Yi-Min Huang:
St Luke IC EB",,,
SH16E_18C,SH16E,18C,5.8,40,5.5,100,Class I,1,,,,,,8.7,3.3,-,-,-,1200,-,1200,5.4,http://g.co/maps/prn8g,between St Luke and Newton - West to South detour - 1 lane along Great North Road - NOT in detour plan,16040006.21,01640006,"Jasmine Lau:
closure between St Lukes Rd On-Ramp and Newton Rd Off-Ramp: SH16 to SH1S traffic",,,
SH16E_18B,SH16E,18B,7,40,5.9,100,Class I,1,,,,,,10.5,3.54,-,-,-,1200,-,1200,6.96,http://g.co/maps/4tqp5,between St Luke and Newton - West to East detour - 1 lane along Great North Road - NOT in detour plan,16040006.21,01640006,"Jasmine Lau:
closure between St Lukes Rd On-Ramp and Newton Rd Off-Ramp: SH16 to East traffic",,,
SH16E_18A,SH16E,18A,7.2,40,6,100,Class I,1,,,,,,10.8,3.6,-,-,-,1200,-,1200,7.2,http://g.co/maps/4eg2f,between St Luke and Newton - West to North detour - 1 lane along Great North Road - NOT in detour plan,16040006.21,01640006,"Jasmine Lau:
closure between St Lukes Rd On-Ramp and Newton Rd Off-Ramp: SH16 to SH1N traffic",,,
SH16E_19,SH16E,19,2.3,40,1.9,85,Class I,1,,,,,,3.45,1.341176471,-,-,-,1200,-,1200,2.108823529,http://g.co/maps/4sf5r,1 lane along Hopetoun,16045003.63,01645003,"Jasmine Lau:
closure between Newton Rd Off-Ramp and Nelson St Off-Ramp",,,
SH18W_1,SH18W,1,3.7,40,0.9,40,Class I,1,,,,,,5.55,1.35,-,-,-,1200,-,1200,4.2,http://g.co/maps/3rdxm,1 lane along Sunset Road,NONE,FALSENONE,"Jasmine Lau:
closure between SH1/SH18 interchange and Caribbean Dr intersection",,,
SH18E_1,SH18E,1,3.8,40,0.9,40,Class I,1,,,,,,5.7,1.35,-,-,-,1200,-,1200,4.35,http://g.co/maps/jaavd,1 lane along Sunset Road,NONE,FALSENONE,"Jasmine Lau:
closure between Caribbean Dr intersection and SH1/SH18 interchange",,,
SH18W_2,SH18W,2,4.3,40,2.5,85,Class I,1,,,,,,6.45,1.764705882,-,-,-,1200,-,1200,4.685294118,http://g.co/maps/yx3rk,1 lane along Sunset Road,18030002.82,01830002,"Jasmine Lau:
closure between Caribbean Dr and Paul Matthews Rd",,,
SH18E_2,SH18E,2,4.4,40,2.5,85,Class I,1,,,,,,6.6,1.764705882,-,-,-,1200,-,1200,4.835294118,http://g.co/maps/g4edv,1 lane along Sunset Road,18040002.61,01840002,"Jasmine Lau:
closure between Paul Matthews Rd and Caribbean Dr  ",,,
SH18W_3,SH18W,3,2.8,40,2,85,Class I,1,,,,,,4.2,1.411764706,-,-,-,1200,-,1200,2.788235294,http://g.co/maps/2ez62,1 lane along Bush Road,18030002.82,01830002,"Jasmine Lau:
closure between Paul Matthews Rd and Albany Hway",,,
SH18E_3,SH18E,3,2.7,40,2,85,Class I,1,,,,,,4.05,1.411764706,-,-,-,1200,-,1200,2.638235294,http://g.co/maps/jy6v5,1 lane along Bush Road,18040002.61,01840002,"Jasmine Lau:
closure between Albany Hway and Paul Matthews Rd ",,,
SH18W_5,SH18W,5,5.3,60,4.7,105,,,90/10,=> 8 metres,level,0.01,,5.3,2.685714286,0.77,1,0.988142292,-,1917.391304,1917.391304,2.614285714,http://g.co/maps/e9p89,DIFFERENT to detour plan,18060002.03,01860002,"Jasmine Lau:
closure between Albany Hway Off-Ramp and Greenhithe Rd Off-Ramp",,,
SH18E_5,SH18E,5,5.4,60,4.7,105,,,90/10,=> 8 metres,level,0.01,,5.4,2.685714286,0.77,1,0.988142292,-,1917.391304,1917.391304,2.714285714,http://g.co/maps/mbrf3,DIFFERENT to detour plan,18040006.5,01840006,"Jasmine Lau:
closure between Greenhithe Rd On-Ramp and Albany Hway Off-Ramp",,,
SH18W_6,SH18W,6,4,60,2.4,105,,,90/10,=> 8 metres,level,0.01,,4,1.371428571,0.77,1,0.988142292,-,1917.391304,1917.391304,2.628571429,http://g.co/maps/txevz,DIFFERENT to detour plan,18060004.29,01860004,"Jasmine Lau:
closure between Greenhithe Rd Off-Ramp and Tauhinu Rd On-Ramp",,,
SH18E_6,SH18E,6,4.1,60,2.4,105,,,90/10,=> 8 metres,level,0.01,,4.1,1.371428571,0.77,1,0.988142292,-,1917.391304,1917.391304,2.728571429,http://g.co/maps/nds96,DIFFERENT to detour plan,18040006.5,01840006,"Jasmine Lau:
closure between Tauhinu Rd Off-Ramp and Greenhithe Rd On-Ramp",,,
SH18W_7,SH18W,7,32.1,80,6.5,105,,,90/10,=> 8 metres,rolling,0.01,,24.075,3.714285714,0.77,1,0.961538462,-,1865.769231,1865.769231,20.36071429,http://g.co/maps/t9dfw,,NONE,FALSENONE,"Jasmine Lau:
closure between Tauhinu Rd On-Ramp and Squadron Dr Off-Ramp",,,
SH18E_7,SH18E,7,32.2,80,4.8,105,,,90/10,=> 8 metres,rolling,0.01,,24.15,2.742857143,0.77,1,0.961538462,-,1865.769231,1865.769231,21.40714286,http://g.co/maps/eyj3u,,18040011.00,01840011,"Jasmine Lau:
closure between Squadron Dr On-Ramp and Tauhinu Rd Off-Ramp",,,
SH18W_8,SH18W,8,3.4,60,3.1,105,Class I,1,,,,,,3.4,1.771428571,-,-,-,1200,-,1200,1.628571429,http://g.co/maps/gtswv,Between Squadron and Brigham Creek NOT in detour plan,18060008.34,01860008,"Jasmine Lau:
closure between Squadron Dr Off-Ramp and Brigham Creek Rd Off-Ramp",,,
SH18W_8A,SH18W,8A,4.6,60,4.2,105,Class I,1,,,,,,4.6,2.4,-,-,-,1200,-,1200,2.2,http://g.co/maps/f6aau,Between Brigham Creek and Trig NOT in detour plan,18060010.01,01860010,"Yi-Min Huang:
Brigham Creek IC WB",,,
SH18E_8,SH18E,8,3.7,60,3.1,105,Class I,1,,,,,,3.7,1.771428571,-,-,-,1200,-,1200,1.928571429,http://g.co/maps/dhfb8,Between Squadron and Brigham Creek NOT in detour plan,18040011.00,01840011,"Jasmine Lau:
closure between Brigham Creek Rd Off-Ramp and Squadron Dr On-Ramp",,,
SH18E_8A,SH18E,8A,3.8,50,3.2,105,Class I,1,,,,,,4.56,1.828571429,-,-,-,1200,-,1200,2.731428571,http://goo.gl/maps/zbGy,1 lane on Ramp,18040011.00,01840011,"Yi-Min Huang:
Brigham Creek IC EB",,,
SH18W_9,SH18W,9,4.6,60,4.2,105,Class I,1,,,,,,4.6,2.4,-,-,-,1200,-,1200,2.2,http://g.co/maps/f6aau,Between Brigham Creek and Trig NOT in detour plan,18060010.01,01860010,"Jasmine Lau:
closure between Brigham Creek Rd Off-Ramp and Trig Rd Off-Ramp",,,
SH18E_9,SH18E,9,5.6,60,4.3,105,Class I,1,,,,,,5.6,2.457142857,-,-,-,1200,-,1200,3.142857143,http://g.co/maps/r3pp4,Between Brigham Creek and Trig NOT in detour plan,16069016.57,01669016,"Jasmine Lau:
closure between Trig Rd On-Ramp and Brigham Creek Rd Off-Ramp",,,
SH18W_10,SH18W,10,2.8,60,2.2,105,Class I,1,,,,,,2.8,1.257142857,-,-,-,1200,-,1200,1.542857143,http://g.co/maps/gg3r3,Between Trig and Hobsonville NOT in detour plan,18060012.15,01860012,"Jasmine Lau:
closure between Trig Rd Off-Ramp and Hobsonville Rd On-Ramp",,,
